dep_gene,paralog_gene,mean_identical_score,delta_z,group,rank,rank_pct,n_perturbations,empirical_pval,empirical_fdr
APOBEC3D,APOBEC3F,78.54745,0.5861350018531084,Non-significant background,5372,18.618514539216022,11672.0,0.580620287868403,1.0
CREB5,ATF7,44.024,0.5861299633979797,Non-significant background,5373,18.62198038332236,11672.0,0.216329677861549,1.0
FLT4,FGFR1,21.94,0.5860681533813477,Non-significant background,5374,18.62544622742869,11672.0,0.06571281699794379,1.0
PCNX3,PCNX2,41.934,0.5857685804367065,Non-significant background,5375,18.628912071535023,11672.0,0.08687457162440028,1.0
CNTNAP1,CNTNAP5,37.712,0.5855545848608017,Non-significant background,5376,18.632377915641353,11672.0,0.14427690198766277,1.0
NR1H3,RARA,25.7496,0.585523247718811,Non-significant background,5377,18.635843759747686,11672.0,0.11668951336531871,1.0
PTPRA,PTPRG,22.2007,0.5854909494519234,Non-significant background,5378,18.639309603854016,11672.0,0.30543180260452363,1.0
NIPAL3,NIPA2,22.0115,0.5854117348790169,Non-significant background,5379,18.64277544796035,11672.0,0.2182145305003427,1.0
MAPK14,MAPK3,44.4137,0.5853495001792908,Non-significant background,5380,18.64624129206668,11672.0,0.12174434544208362,1.0
HINT1,HINT2,52.0645,0.5852013826370239,Non-significant background,5381,18.649707136173017,11672.0,0.7922378341329678,1.0
CAMKV,CAMK1G,32.3651,0.5851195752620697,Non-significant background,5382,18.653172980279347,11672.0,0.37405757368060316,1.0
UBE2G2,UBE2V1,21.2245,0.5850436687469482,Non-significant background,5383,18.65663882438568,11672.0,0.3157128169979438,1.0
SLC25A13,SLC25A23,20.62395,0.5846753536025062,Non-significant background,5384,18.66010466849201,11672.0,0.1931117203564085,1.0
SEC14L2,SEC14L1,26.18995,0.5844958554953337,Non-significant background,5385,18.663570512598344,11672.0,0.16509595613433858,1.0
DUSP6,DUSP8,24.71435,0.584343433380127,Non-significant background,5386,18.66703635670467,11672.0,0.056631254283756,1.0
BAP1,UCHL5,31.3857,0.5843025296926498,Non-significant background,5387,18.670502200811008,11672.0,0.41381082933516106,1.0
UBE2G2,UBE2S,20.602,0.5842970460653305,Non-significant background,5388,18.673968044917338,11672.0,0.613776559287183,1.0
ECI1,ECHDC2,24.9229,0.5841570347547531,Non-significant background,5389,18.67743388902367,11672.0,0.136223440712817,1.0
NR1I2,PPARD,20.8013,0.5841320436447859,Non-significant background,5390,18.680899733130005,11672.0,0.19885195339273476,1.0
ZSCAN5C,ZSCAN29,20.415,0.5840030908584595,Non-significant background,5391,18.684365577236335,11672.0,0.26799177518848527,1.0
PLXNA3,PLXNA1,66.6342,0.5835592746734619,Non-significant background,5392,18.68783142134267,11672.0,0.09355723098012338,1.0
ECHDC2,ECHDC1,23.95155,0.5835334062576294,Non-significant background,5393,18.691297265449,11672.0,0.07513708019191227,1.0
CXCL3,CXCL5,40.7649,0.5835289061069489,Non-significant background,5394,18.694763109555332,11672.0,0.18223098012337216,1.0
SFXN5,SFXN1,38.69935,0.583448052406311,Non-significant background,5395,18.698228953661665,11672.0,0.24477381768334475,1.0
IGFBP6,IGFBP5,34.11765,0.5829031765460968,Non-significant background,5396,18.701694797767995,11672.0,0.3680603152844414,1.0
GLIS3,GLI2,22.86345,0.5828877091407776,Non-significant background,5397,18.705160641874325,11672.0,0.10238176833447567,1.0
KLC1,KLC2,66.9432,0.5828228369355202,Non-significant background,5398,18.708626485980663,11672.0,0.29095270733379025,1.0
CCKBR,HCRTR1,23.4094,0.5827883183956146,Non-significant background,5399,18.712092330086993,11672.0,0.16860863605209048,1.0
CRYZ,VAT1L,28.21595,0.582676112651825,Non-significant background,5400,18.71555817419333,11672.0,0.03821110349554489,1.0
CHST6,CHST7,32.35425,0.5825990438461304,Non-significant background,5401,18.719024018299656,11672.0,0.3395305003427005,1.0
DUSP9,DUSP3,21.62585,0.5825361609458923,Non-significant background,5402,18.72248986240599,11672.0,0.442854694996573,1.0
GALNT1,GALNT2,40.53555,0.5825082324445248,Non-significant background,5403,18.72595570651232,11672.0,0.18899931459904043,1.0
HERC2,HECTD4,20.33945,0.5818573236465454,Non-significant background,5404,18.729421550618653,11672.0,0.39410555174777245,1.0
SOX11,SOX4,41.36525,0.5817757248878479,Non-significant background,5405,18.732887394724983,11672.0,0.3458704592186429,1.0
CCT8,CCT7,25.8484,0.5817338824272156,Non-significant background,5406,18.73635323883132,11672.0,0.8977039067854695,1.0
OTULIN,OTULINL,33.8994,0.5816884785890579,Non-significant background,5407,18.73981908293765,11672.0,0.18231665524331733,1.0
EXOG,ENDOG,31.0304,0.5813144445419312,Non-significant background,5408,18.743284927043984,11672.0,0.3634338588074023,1.0
ZNF385C,ZNF385B,40.8614,0.581252308562398,Non-significant background,5409,18.74675077115031,11672.0,0.5319568197395477,1.0
ADCY6,ADCY8,36.75265,0.5808606669306755,Non-significant background,5410,18.750216615256647,11672.0,0.21881425633995888,1.0
NUDT3,NUDT10,72.06465,0.5807948000729084,Non-significant background,5411,18.753682459362977,11672.0,0.18420150788211104,1.0
NPIPB13,NPIPA5,44.27015,0.5807858258485794,Non-significant background,5412,18.75714830346931,11672.0,0.5084818368745716,1.0
TUB,TULP1,44.70925,0.5805872082710266,Non-significant background,5413,18.76061414757564,11672.0,0.6172035640849897,1.0
HSD3B7,SDR42E1,26.2728,0.5805570483207703,Non-significant background,5414,18.764079991681974,11672.0,0.7709904043865662,1.0
HNRNPA2B1,HNRNPA0,47.20545,0.5803326517343521,Non-significant background,5415,18.767545835788308,11672.0,0.25685400959561344,1.0
CCNB1,CCNE1,20.65595,0.5802710056304932,Non-significant background,5416,18.77101167989464,11672.0,0.016363947909527072,1.0
ZNF98,ZNF114,27.78045,0.5802695155143738,Non-significant background,5417,18.77447752400097,11672.0,0.046093214530500345,1.0
NUAK2,MELK,22.9941,0.5801862180233002,Non-significant background,5418,18.7779433681073,11672.0,0.38176833447566827,1.0
TP53I3,CRYZL1,22.33405,0.5800834000110626,Non-significant background,5419,18.781409212213635,11672.0,0.36429061000685403,1.0
PLXNB3,PLXNC1,24.16105,0.5798573791980743,Non-significant background,5420,18.784875056319965,11672.0,0.07590815627141878,1.0
EML3,EML6,21.79905,0.5798533707857132,Non-significant background,5421,18.7883409004263,11672.0,0.15181631254283756,1.0
NRL,MAFG,28.05905,0.5796670392155647,Non-significant background,5422,18.79180674453263,11672.0,0.20373543522960932,1.0
CRABP2,RBP1,36.3514,0.5795514518395066,Non-significant background,5423,18.79527258863897,11672.0,0.23217957505140507,1.0
ZNF878,ZNF700,48.62575,0.5794968605041504,Non-significant background,5424,18.798738432745296,11672.0,0.04335161069225497,1.0
FGF19,FGF20,21.5486,0.5793701112270355,Non-significant background,5425,18.80220427685163,11672.0,0.21247429746401644,1.0
MSI2,HNRNPD,34.6075,0.579184427857399,Non-significant background,5426,18.80567012095796,11672.0,0.37414324880054833,1.0
ARHGEF11,ARHGEF1,27.874,0.5790643990039825,Non-significant background,5427,18.809135965064293,11672.0,0.41355380397532554,1.0
ENTREP1,ENTREP3,23.82315,0.5790033340454102,Non-significant background,5428,18.812601809170623,11672.0,0.053461274845784786,1.0
H1-1,H1-0,39.7135,0.5789329707622528,Non-significant background,5429,18.816067653276956,11672.0,0.6788039753255655,1.0
TRPM4,TRPM7,23.59455,0.5789155368693173,Non-significant background,5430,18.819533497383286,11672.0,0.20373543522960932,1.0
ZNF350,ZNF564,27.4757,0.5786644816398621,Non-significant background,5431,18.82299934148962,11672.0,0.022875257025359835,1.0
UBE2K,UBE2V1,25.966,0.5785699784755707,Non-significant background,5432,18.826465185595953,11672.0,0.31965387251542154,1.0
AURKA,AURKB,56.57785,0.5784570202231407,Non-significant background,5433,18.829931029702283,11672.0,0.6018677176148046,1.0
ATG4B,ATG4A,53.60515,0.5783933103084564,Non-significant background,5434,18.833396873808617,11672.0,0.48063742289239203,1.0
POLR2J,POLR1D,28.91845,0.5782259553670883,Non-significant background,5435,18.836862717914947,11672.0,0.14324880054832076,1.0
FKBP4,FKBP1A,30.88235,0.5779762268066406,Non-significant background,5436,18.84032856202128,11672.0,0.8162268677176148,1.0
LNX2,PATJ,20.00435,0.5778146386146545,Non-significant background,5437,18.84379440612761,11672.0,0.16038382453735436,1.0
BCAN,HAPLN3,28.4847,0.5771078504621983,Non-significant background,5438,18.847260250233944,11672.0,0.13091158327621658,1.0
STK11,MYLK4,20.0358,0.5768125951290131,Non-significant background,5439,18.85072609434027,11672.0,0.33344756682659354,1.0
MAP2K4,MAP2K5,31.5104,0.57655318826437,Non-significant background,5440,18.85419193844661,11672.0,0.5084818368745716,1.0
MOB3C,MOB1A,50.0,0.5763811394572258,Non-significant background,5441,18.85765778255294,11672.0,0.12542837559972583,1.0
AP3M1,AP1M2,30.441,0.5761905461549759,Non-significant background,5442,18.861123626659275,11672.0,0.12876970527758738,1.0
ATAD3C,ATAD3B,72.5675,0.5759077370166779,Non-significant background,5443,18.864589470765605,11672.0,0.3643762851267992,1.0
GLB1L,GLB1L3,32.59375,0.5757472813129425,Non-significant background,5444,18.86805531487194,11672.0,0.17580534612748458,1.0
MAP4K2,MAP4K5,51.51315,0.5757259018719196,Non-significant background,5445,18.87152115897827,11672.0,0.19988005483207677,1.0
NEMP2,NEMP1,32.3198,0.5753428414463997,Non-significant background,5446,18.8749870030846,11672.0,0.2521418779986292,1.0
DAAM1,DIAPH1,22.13405,0.5753040015697479,Non-significant background,5447,18.878452847190932,11672.0,0.3690884167237834,1.0
SYT7,SYT6,27.519,0.5752594918012619,Non-significant background,5448,18.881918691297265,11672.0,0.20210760795065114,1.0
MFSD3,SLC33A1,21.03095,0.5751669434830546,Non-significant background,5449,18.8853845354036,11672.0,0.17289239204934886,1.0
DCUN1D5,DCUN1D1,28.68545,0.5751233100891113,Non-significant background,5450,18.88885037950993,11672.0,0.027073337902673064,1.0
ZFP69,KRBOX4,20.147665,0.5748891979455948,Non-significant background,5451,18.892316223616263,11672.0,0.20090815627141878,1.0
HMGB1P1,HMGB3,69.63625,0.5748155005276203,Non-significant background,5452,18.895782067722593,11672.0,0.28949623029472243,1.0
SYT2,SYT10,33.74465,0.5748154446482658,Non-significant background,5453,18.89924791182893,11672.0,0.6046949965729952,1.0
IRF5,IRF3,28.5115,0.5746796876192093,Non-significant background,5454,18.902713755935256,11672.0,0.42931802604523644,1.0
PTPN2,PTPN1,55.0893,0.5746433287858963,Non-significant background,5455,18.90617960004159,11672.0,0.28221384509938313,1.0
TFCP2L1,GRHL3,21.36825,0.5746228694915771,Non-significant background,5456,18.90964544414792,11672.0,0.1001542152159013,1.0
ADCY7,ADCY8,30.62385,0.5745249912142754,Non-significant background,5457,18.913111288254257,11672.0,0.2222412611377656,1.0
PSMA6,PSMA3,29.15115,0.5743069052696228,Non-significant background,5458,18.916577132360587,11672.0,0.6567854694996573,1.0
ELAVL2,RBMS1,27.03015,0.5741738379001617,Non-significant background,5459,18.92004297646692,11672.0,0.17212131596984237,1.0
TBX2,TBX6,26.2563,0.574043370783329,Non-significant background,5460,18.92350882057325,11672.0,0.522446881425634,1.0
NR2F2,RXRA,34.5787,0.573948111385107,Non-significant background,5461,18.926974664679584,11672.0,0.1741775188485264,1.0
ALDH4A1,ALDH5A1,21.5076,0.5738473981618881,Non-significant background,5462,18.93044050878591,11672.0,0.14890335846470185,1.0
STAM,HGS,22.28585,0.5737943351268768,Non-significant background,5463,18.933906352892247,11672.0,0.05603152844413982,1.0
NTMT1,NTMT2,45.30095,0.5736325085163116,Non-significant background,5464,18.937372196998577,11672.0,0.6871144619602467,1.0
OSBPL10,OSBPL9,36.67945,0.5734235346317291,Non-significant background,5465,18.94083804110491,11672.0,0.10503769705277588,1.0
N4BP2,N4BP2L1,23.40101,0.5730845034122467,Non-significant background,5466,18.944303885211244,11672.0,0.10872172721041809,1.0
CTDSPL,CTDNEP1,34.74695,0.5729932561516762,Non-significant background,5467,18.947769729317574,11672.0,0.6062371487320082,1.0
EEIG1,EEIG2,61.0851,0.5729814767837524,Non-significant background,5468,18.951235573423908,11672.0,0.15301576422206992,1.0
RND1,RAC3,36.64695,0.5729689002037048,Non-significant background,5469,18.95470141753024,11672.0,0.05885880740233036,1.0
STAU1,STAU2,41.8499,0.5729044736654032,Non-significant background,5470,18.95816726163657,11672.0,0.22875257025359835,1.0
FBLN2,FBLN5,23.4426,0.5727283358573914,Non-significant background,5471,18.961633105742905,11672.0,0.06596984235777931,1.0
ZNF253,ZNF431,60.40295,0.5723120234906673,Non-significant background,5472,18.965098949849235,11672.0,0.23432145305003427,1.0
TMED9,TMED6,22.31825,0.5722923427820206,Non-significant background,5473,18.968564793955565,11672.0,0.3609492803289925,1.0
TIGD7,TIGD1,24.06775,0.5722715258598328,Non-significant background,5474,18.9720306380619,11672.0,0.2955791638108293,1.0
CDC42,RHOBTB3,23.3657,0.5715944338589907,Non-significant background,5475,18.975496482168232,11672.0,0.1909698423577793,1.0
EHD3,EHD1,86.6231,0.5714341998100281,Non-significant background,5476,18.97896232627457,11672.0,0.11009252912954078,1.0
ENTPD6,ENTPD3,21.1671,0.5714211165904999,Non-significant background,5477,18.982428170380896,11672.0,0.21590130226182316,1.0
CTSH,CTSC,27.52525,0.5712934732437134,Non-significant background,5478,18.98589401448723,11672.0,0.17931802604523647,1.0
DBX1,HLX,26.0643,0.5712276697158813,Non-significant background,5479,18.98935985859356,11672.0,0.05354694996572995,1.0
HSPH1,HSPA14,21.75445,0.5710707791149616,Non-significant background,5480,18.992825702699893,11672.0,0.15027416038382455,1.0
ARSA,ARSD,30.30315,0.5709500908851624,Non-significant background,5481,18.996291546806223,11672.0,0.42297806716929404,1.0
BPNT2,INPP1,22.75465,0.5707815587520599,Non-significant background,5482,18.999757390912556,11672.0,0.5054832076764908,1.0
SMC1A,SMC4,21.8271,0.5704947859048843,Non-significant background,5483,19.00322323501889,11672.0,0.17717614804660728,1.0
CPNE9,CPNE1,45.88145,0.5703161149285734,Non-significant background,5484,19.006689079125223,11672.0,0.4810657984921179,1.0
HPCAL4,GUCA1B,37.87175,0.5702618360519409,Non-significant background,5485,19.010154923231553,11672.0,0.6898560657984921,1.0
TRIM11,TRIML2,27.65675,0.5701434947550297,Non-significant background,5486,19.013620767337887,11672.0,0.22129883481836873,1.0
TSN,TSNAX,21.15245,0.5699607729911804,Non-significant background,5487,19.017086611444217,11672.0,0.033156271418779984,1.0
SMARCD2,SMARCD1,65.21605,0.5699125528335571,Non-significant background,5488,19.02055245555055,11672.0,0.2893248800548321,1.0
SLC4A7,SLC4A2,32.16165,0.5699082612991333,Non-significant background,5489,19.02401829965688,11672.0,0.1041809458533242,1.0
TCIRG1,ATP6V0A1,47.1514,0.5696373134851456,Non-significant background,5490,19.027484143763218,11672.0,0.09287183002056203,1.0
TRIB3,TRIB1,43.57765,0.569555327296257,Non-significant background,5491,19.030949987869544,11672.0,0.34946881425633997,1.0
RASSF3,RASSF5,35.27805,0.5694448053836823,Non-significant background,5492,19.03441583197588,11672.0,0.3538382453735435,1.0
PMPCB,UQCRC2,24.8771,0.5692746192216873,Non-significant background,5493,19.03788167608221,11672.0,0.08798834818368746,1.0
TRIM2,TRIM71,29.26665,0.5692568421363831,Non-significant background,5494,19.04134752018854,11672.0,0.05371830020562029,1.0
RARB,THRA,28.26055,0.5689512938261032,Non-significant background,5495,19.044813364294875,11672.0,0.15978409869773819,1.0
NEO1,DCC,50.96405,0.5688537955284119,Non-significant background,5496,19.048279208401205,11672.0,0.11309115832762166,1.0
GPR137,GPR137B,47.7994,0.5687850713729858,Non-significant background,5497,19.05174505250754,11672.0,0.06828307059629883,1.0
GPRASP1,GPRASP2,46.608,0.5687674283981323,Non-significant background,5498,19.05521089661387,11672.0,0.34115832762165865,1.0
SNRPD1,LSM4,31.1952,0.5687541961669922,Non-significant background,5499,19.0586767407202,11672.0,0.6624400274160384,1.0
ZNF575,ZNF384,20.61495,0.568743385374546,Non-significant background,5500,19.062142584826535,11672.0,0.19199794379712132,1.0
CA12,CA5B,26.01055,0.5686054527759552,Non-significant background,5501,19.06560842893287,11672.0,0.057830705962988345,1.0
ADAM10,ADAM11,20.17525,0.5685915350914001,Non-significant background,5502,19.0690742730392,11672.0,0.049434544208361894,1.0
OSBPL2,OSBPL3,26.4885,0.5685848593711853,Non-significant background,5503,19.072540117145532,11672.0,0.42691912268677173,1.0
ATP2C1,ATP2B1,25.56465,0.5684946775436401,Non-significant background,5504,19.076005961251862,11672.0,0.010195339273474983,1.0
BLM,RECQL,25.61065,0.568475604057312,Non-significant background,5505,19.079471805358196,11672.0,0.15524331734064428,1.0
ZNF444,ZSCAN18,23.33785,0.5681963562965393,Non-significant background,5506,19.08293764946453,11672.0,0.35837902673063743,1.0
ZCCHC12,PNMA1,22.07975,0.5680559873580933,Non-significant background,5507,19.08640349357086,11672.0,0.29609321453050036,1.0
CES3,NLGN3,26.52155,0.5677947402000427,Non-significant background,5508,19.08986933767719,11672.0,0.10263879369431117,1.0
PABPC1L,PABPC1L2A,46.30855,0.5674502849578857,Non-significant background,5509,19.093335181783523,11672.0,0.030328992460589444,1.0
TAPBPL,TAPBP,25.3396,0.5673610270023346,Non-significant background,5510,19.096801025889857,11672.0,0.09252912954078135,1.0
SCAMP4,SCAMP1,36.62695,0.5673474371433258,Non-significant background,5511,19.100266869996187,11672.0,0.10589444825222755,1.0
RARS2,RARS1,25.96205,0.5672824308276176,Non-significant background,5512,19.10373271410252,11672.0,0.22695339273474982,1.0
VSNL1,KCNIP1,39.9542,0.5671206712722778,Non-significant background,5513,19.10719855820885,11672.0,0.0411240575736806,1.0
GPX8,GPX7,48.1283,0.5669631958007812,Non-significant background,5514,19.110664402315184,11672.0,0.40567169294037014,1.0
ADCY5,ADCY2,35.81635,0.5666731745004654,Non-significant background,5515,19.114130246421514,11672.0,0.40472926662097325,1.0
DBT,PDHX,23.203,0.566461056470871,Non-significant background,5516,19.117596090527847,11672.0,0.2177004797806717,1.0
UBE2N,UBE2C,35.28005,0.566456064581871,Non-significant background,5517,19.12106193463418,11672.0,0.38425291295407815,1.0
SYT2,DOC2B,27.1981,0.5663634538650513,Non-significant background,5518,19.12452777874051,11672.0,0.062028786840301574,1.0
TLCD1,TLCD2,27.0358,0.5662695169448853,Non-significant background,5519,19.127993622846844,11672.0,0.7285812200137081,1.0
CEL,NLGN1,24.51405,0.5662623681128025,Non-significant background,5520,19.131459466953174,11672.0,0.28752570253598353,1.0
ADGRB2,ADGRB1,40.20195,0.5661479085683823,Non-significant background,5521,19.134925311059508,11672.0,0.6308259081562714,1.0
SEMA5B,SEMA6A,20.1445,0.5661293044686317,Non-significant background,5522,19.13839115516584,11672.0,0.4539924605894448,1.0
LIN7A,PDZD11,29.73025,0.5661253593862057,Non-significant background,5523,19.14185699927217,11672.0,0.17751884852638794,1.0
IRF7,IRF9,20.17005,0.5658757854253054,Non-significant background,5524,19.145322843378505,11672.0,0.3012337217272104,1.0
UBE2V2,CDC34,25.05115,0.5658583492040634,Non-significant background,5525,19.148788687484835,11672.0,0.10118231665524331,1.0
KIF21A,KIF7,21.53865,0.5658385753631592,Non-significant background,5526,19.15225453159117,11672.0,0.11103495544893763,1.0
PXDN,TPO,28.66625,0.5655581839382648,Non-significant background,5527,19.155720375697506,11672.0,0.23012337217272105,1.0
RND1,RHOC,39.8651,0.5655201375484467,Non-significant background,5528,19.159186219803832,11672.0,0.3514393420150788,1.0
GPX8,GPX3,23.48415,0.5654604732990265,Non-significant background,5529,19.16265206391017,11672.0,0.29934886908841674,1.0
NSDHL,SDR42E2,24.24305,0.5653880387544632,Non-significant background,5530,19.166117908016496,11672.0,0.26490747087045924,1.0
ANXA2,ANXA7,36.18,0.5653000101447105,Non-significant background,5531,19.16958375212283,11672.0,0.49700137080191914,1.0
KLKB1,PRSS51,21.36395,0.5652019456028938,Non-significant background,5532,19.17304959622916,11672.0,0.34364290610006853,1.0
SULT1C4,SULT1A3,53.6087,0.5649338215589523,Non-significant background,5533,19.176515440335493,11672.0,0.23115147361206306,1.0
DDX39B,DDX28,22.198,0.5646253824234009,Non-significant background,5534,19.179981284441823,11672.0,0.08130568882796436,1.0
MAP2K7,MAP2K4,42.07895,0.5645829439163208,Non-significant background,5535,19.18344712854816,11672.0,0.052176148046607265,1.0
GALNT11,GALNT3,33.6962,0.5645802021026611,Non-significant background,5536,19.18691297265449,11672.0,0.11120630568882796,1.0
KLC1,KLC4,66.78955,0.5645722933113575,Non-significant background,5537,19.190378816760823,11672.0,0.2534270047978067,1.0
ENTPD4,ENTPD5,22.37305,0.564383439719677,Non-significant background,5538,19.193844660867153,11672.0,0.252056202878684,1.0
SEMA4G,SEMA6A,20.924,0.5642829686403275,Non-significant background,5539,19.197310504973487,11672.0,0.4550205620287868,1.0
DPYSL3,DPYSL4,63.2417,0.5637418180704117,Non-significant background,5540,19.200776349079817,11672.0,0.23800548320767648,1.0
EDEM1,MAN1A1,23.20635,0.5631310939788818,Non-significant background,5541,19.20424219318615,11672.0,0.09090130226182316,1.0
SLC30A7,SLC30A10,21.95465,0.5628810524940491,Non-significant background,5542,19.20770803729248,11672.0,0.11574708704592186,1.0
PDE7A,PDE9A,20.68565,0.5627522766590118,Non-significant background,5543,19.211173881398818,11672.0,0.18257368060315285,1.0
PLEKHA3,PLEKHA8,39.9769,0.562748372554779,Non-significant background,5544,19.214639725505148,11672.0,0.03838245373543523,1.0
POU3F3,POU5F1B,31.10585,0.5627239644527435,Non-significant background,5545,19.21810556961148,11672.0,0.11489033584647018,1.0
PHLDA2,PHLDA3,41.9136,0.5627169460058212,Non-significant background,5546,19.22157141371781,11672.0,0.3584647018505826,1.0
ZCCHC2,ZCCHC14,27.2535,0.5623939633369446,Non-significant background,5547,19.225037257824145,11672.0,0.07428032899246059,1.0
STK11,DCLK2,20.6052,0.5623647719621658,Non-significant background,5548,19.228503101930475,11672.0,0.4671007539410555,1.0
PPARD,NR1I2,20.8013,0.5619200468063354,Non-significant background,5549,19.231968946036808,11672.0,0.20039410555174778,1.0
UBE2S,UBE2I,23.83395,0.5619189143180847,Non-significant background,5550,19.235434790143135,11672.0,0.6478752570253599,1.0
PHLDB2,PHLDB3,26.79265,0.5617816150188446,Non-significant background,5551,19.23890063424947,11672.0,0.40635709389993147,1.0
LPL,LIPH,28.0966,0.561666950583458,Non-significant background,5552,19.242366478355805,11672.0,0.25471213159698425,1.0
RFNG,LFNG,55.1818,0.561617910861969,Non-significant background,5553,19.245832322462135,11672.0,0.157642220699109,1.0
SCN4A,CACNA1C,23.63925,0.5615406334400177,Non-significant background,5554,19.24929816656847,11672.0,0.06742631939684715,1.0
PTPN2,PTPN7,20.23095,0.5613396167755127,Non-significant background,5555,19.2527640106748,11672.0,0.19688142563399588,1.0
SEMA3B,SEMA6A,24.67405,0.5611339956521988,Non-significant background,5556,19.256229854781132,11672.0,0.4568197395476354,1.0
SP7,KLF16,26.097,0.5611160397529602,Non-significant background,5557,19.259695698887462,11672.0,0.08259081562714188,1.0
NECTIN1,CADM3,20.89995,0.5611002966761589,Non-significant background,5558,19.263161542993796,11672.0,0.2644790952707334,1.0
SLC16A1,SLC16A7,58.1071,0.5609920918941498,Non-significant background,5559,19.26662738710013,11672.0,0.0929575051405072,1.0
RARA,THRA,27.1608,0.5606667846441269,Non-significant background,5560,19.270093231206463,11672.0,0.1634681288553804,1.0
HTRA3,HTRA2,41.05505,0.5600851476192474,Non-significant background,5561,19.273559075312793,11672.0,0.10178204249485949,1.0
SRSF9,SRSF5,34.03565,0.559989407658577,Non-significant background,5562,19.277024919419127,11672.0,0.4635023989033585,1.0
PABPC4,RBMS1,21.0845,0.5599574744701385,Non-significant background,5563,19.280490763525457,11672.0,0.1762337217272104,1.0
IDH3G,IDH3B,49.36255,0.5599368661642075,Non-significant background,5564,19.28395660763179,11672.0,0.6250856751199452,1.0
TCF24,SCX,21.9263,0.5598070621490479,Non-significant background,5565,19.28742245173812,11672.0,0.5418094585332419,1.0
SUV39H1,SUV39H2,58.88115,0.5596688985824585,Non-significant background,5566,19.290888295844457,11672.0,0.0427518848526388,1.0
HSPA13,HSPA2,32.63955,0.5595591962337494,Non-significant background,5567,19.294354139950784,11672.0,0.6162611377655929,1.0
MAP7,MAP7D1,33.7166,0.559363842010498,Non-significant background,5568,19.297819984057117,11672.0,0.1541295407813571,1.0
BTBD10,KCTD20,57.2717,0.5593620389699936,Non-significant background,5569,19.30128582816345,11672.0,0.09261480466072652,1.0
ESRRG,ESRRB,76.9752,0.5590469241142273,Non-significant background,5570,19.30475167226978,11672.0,0.6612405757368061,1.0
KCNK15,KCNK2,23.93085,0.5588914155960083,Non-significant background,5571,19.30821751637611,11672.0,0.09372858122001371,1.0
HSPD1,CCT6B,20.15755,0.5587771534919739,Non-significant background,5572,19.311683360482444,11672.0,0.10486634681288554,1.0
LHX1,LHX6,23.81685,0.5586748644709587,Non-significant background,5573,19.315149204588774,11672.0,0.32496572995202194,1.0
HSPA9,HSPA8,51.05055,0.5584640502929688,Non-significant background,5574,19.318615048695108,11672.0,0.03649760109664153,1.0
KIF5C,KIF22,21.7913,0.5584114491939545,Non-significant background,5575,19.32208089280144,11672.0,0.7400616860863605,1.0
MTHFD1,MTHFD2L,23.31305,0.5581721067428589,Non-significant background,5576,19.32554673690777,11672.0,0.43557230980123374,1.0
RGS12,RGS14,29.986,0.5581634342670441,Non-significant background,5577,19.32901258101411,11672.0,0.12105894448252227,1.0
CELF4,CELF6,68.04735,0.5578902363777161,Non-significant background,5578,19.33247842512044,11672.0,0.1348526387936943,1.0
B3GALT9,B3GALT5,25.2273,0.5576572418212891,Non-significant background,5579,19.335944269226772,11672.0,0.10083961617546265,1.0
HNF4G,RXRB,30.14745,0.5576092600822449,Non-significant background,5580,19.339410113333106,11672.0,0.4944311172035641,1.0
TBX20,TBX6,26.27815,0.5571069046854973,Non-significant background,5581,19.342875957439436,11672.0,0.5305003427004797,1.0
KCNIP4,GUCA1A,24.23285,0.5569816827774048,Non-significant background,5582,19.34634180154577,11672.0,0.3609492803289925,1.0
ALDH6A1,ALDH7A1,22.16045,0.5569148659706116,Non-significant background,5583,19.3498076456521,11672.0,0.14470527758738863,1.0
ZNF479,ZNF737,63.40435,0.556184932589531,Non-significant background,5584,19.35327348975843,11672.0,0.5179061000685401,1.0
ZDHHC6,ZDHHC7,23.80585,0.556099534034729,Non-significant background,5585,19.356739333864763,11672.0,0.05191912268677176,1.0
PPP6C,PPP1CB,39.60495,0.5558611750602722,Non-significant background,5586,19.360205177971096,11672.0,0.02921521590130226,1.0
GPX1,GPX8,26.7047,0.555778481066227,Non-significant background,5587,19.363671022077423,11672.0,0.17854694996572995,1.0
DNAJB6,DNAJB9,25.6761,0.5556562542915344,Non-significant background,5588,19.36713686618376,11672.0,0.5277587388622345,1.0
SMO,FZD2,22.95625,0.5555901825428009,Non-significant background,5589,19.37060271029009,11672.0,0.3774845784784099,1.0
CHD3,CHD1L,21.71945,0.5554142892360687,Non-significant background,5590,19.374068554396423,11672.0,0.44568197395476356,1.0
GNG2,GNG11,30.56145,0.5552717298269272,Non-significant background,5591,19.377534398502753,11672.0,0.5212474297464016,1.0
ENTREP3,ENTREP1,23.82315,0.5550670027732849,Non-significant background,5592,19.381000242609087,11672.0,0.04240918437285812,1.0
C1R,F10,22.5395,0.554801382124424,Non-significant background,5593,19.384466086715417,11672.0,0.27193283070596297,1.0
YPEL4,YPEL1,76.50365,0.5547308474779129,Non-significant background,5594,19.38793193082175,11672.0,0.16972241261137766,1.0
MTMR4,MTMR3,46.7812,0.5546919703483582,Non-significant background,5595,19.391397774928084,11672.0,0.06485606579849212,1.0
PPARD,RARG,24.3627,0.5545511841773987,Non-significant background,5596,19.394863619034417,11672.0,0.30560315284441397,1.0
