dep_gene,paralog_gene,mean_identical_score,delta_z,direction
PRICKLE3,PRICKLE2,40.8979,-0.018445158377289772,g1_to_g2
TBC1D14,TBC1D12,47.69655,-0.06989056430757046,g2_to_g1
TFAP2B,TFAP2E,63.4399,0.41681862622499466,g1_to_g2
TFAP2E,TFAP2B,63.4399,-0.07517062686383724,g2_to_g1
TFAP2B,TFAP2C,59.34785,-0.08783611562103033,g1_to_g2
TFAP2C,TFAP2B,59.34785,-0.07517062686383724,g2_to_g1
TFAP2B,TFAP2A,73.0098,-0.1071154922246933,g1_to_g2
TFAP2A,TFAP2B,73.0098,-0.07517062686383724,g2_to_g1
TFAP2B,TFAP2D,50.22315,-0.10462736058980227,g1_to_g2
TFAP2D,TFAP2B,50.22315,-0.07517062686383724,g2_to_g1
PSME2,PSME3,34.9208,0.45068780332803726,g1_to_g2
PSME3,PSME2,34.9208,-2.083602696657181,g2_to_g1
BCKDHA,PDHA2,25.8111,-0.06354591157287359,g2_to_g1
PDHA1,PDHA2,85.60465,-0.06354591157287359,g2_to_g1
MAD2L2,MAD2L1,24.5243,-0.844126433134079,g2_to_g1
AZI2,TBKBP1,22.34715,0.37944362312555313,g1_to_g2
TBKBP1,AZI2,22.34715,0.8465251587331295,g2_to_g1
CNTNAP1,CNTNAP3B,35.0752,0.0,g2_to_g1
ASL,ADSL,22.3728,0.8048994839191437,g2_to_g1
PSTPIP2,PSTPIP1,40.75385,0.08482924848794937,g1_to_g2
PSTPIP1,PSTPIP2,40.75385,-0.6742673441767693,g2_to_g1
CAPN1,CAPN14,36.0681,2.2472614608705044,g2_to_g1
CAPN3,CAPN14,34.9742,-0.541658166795969,g2_to_g1
CAPN10,CAPN14,25.2232,-0.541658166795969,g2_to_g1
CAPN12,CAPN14,34.519,-0.541658166795969,g2_to_g1
CAPN2,CAPN14,36.132,-0.541658166795969,g2_to_g1
CAPN5,CAPN14,27.3716,-0.541658166795969,g2_to_g1
IGSF22,MYBPC1,23.88055,-0.03675944171845913,g2_to_g1
ULK2,ULK3,23.9002,0.6026564352214336,g1_to_g2
ULK2,ULK1,52.54315,0.6315818168222904,g1_to_g2
ULK1,ULK2,52.54315,0.4404552988708019,g2_to_g1
ATP5F1A,ATP6V1B1,21.98215,-0.0305311419069767,g1_to_g2
ATP5F1A,ATP5F1B,20.34275,0.7388444691896439,g1_to_g2
ATP5F1B,ATP5F1A,20.34275,1.1567126512527466,g2_to_g1
ATP5F1A,ATP6V1B2,23.9094,-2.677439883351326,g1_to_g2
GDF7,BMP8B,24.2554,0.030397791415452957,g1_to_g2
BMP8B,GDF7,24.2554,-0.4512575641274452,g2_to_g1
GDF7,BMP8A,24.2554,1.0944134443998337,g1_to_g2
BMP8A,GDF7,24.2554,-0.4512575641274452,g2_to_g1
GDF7,GDF6,43.97925,-0.10767951980233192,g1_to_g2
GDF7,BMP10,25.652,-0.39119596406817436,g1_to_g2
GDF7,BMP7,24.529,-0.8420316651463509,g1_to_g2
GDF7,BMP5,22.34555,-0.10842961259186268,g1_to_g2
GDF7,INHBE,21.84125,-0.2602618271484971,g1_to_g2
PPP3CA,PPP1CB,33.59805,-0.7467714045196772,g1_to_g2
PPP1CB,PPP3CA,33.59805,0.7496088072657585,g2_to_g1
PPP3CA,PPP5C,22.1672,0.49523448199033737,g1_to_g2
PPP5C,PPP3CA,22.1672,0.06660600006580353,g2_to_g1
PPP3CA,PPP4C,31.83675,-0.38573379814624786,g1_to_g2
PPP4C,PPP3CA,31.83675,0.6816267296671867,g2_to_g1
PPP3CA,PPEF1,21.39485,-0.2933375611901283,g1_to_g2
PPP3CA,PPP2CB,34.8005,0.057945996057242155,g1_to_g2
PPP2CB,PPP3CA,34.8005,0.3526647612452507,g2_to_g1
PPP3CA,PPP2CA,33.7694,-0.8275883346796036,g1_to_g2
PPP3CA,PPP3CB,82.6801,-0.0060960352420806885,g1_to_g2
PPP3CB,PPP3CA,82.6801,-1.3479920104146004,g2_to_g1
PPP3CA,PPP3CC,79.19285,0.5430475547909737,g1_to_g2
PPP3CC,PPP3CA,79.19285,-0.1293805092573166,g2_to_g1
PPP3CA,PPEF2,21.4329,-0.3945964463055134,g1_to_g2
PPP3CA,PPP6C,30.14885,0.34867265820503235,g1_to_g2
PPP6C,PPP3CA,30.14885,0.6296113654971123,g2_to_g1
PPP3CA,PPP1CC,33.1014,0.8918968150392175,g1_to_g2
PPP1CC,PPP3CA,33.1014,-0.28989455848932266,g2_to_g1
PPP3CA,PPP1CA,33.65785,0.57693712413311,g1_to_g2
PPP1CA,PPP3CA,33.65785,1.7264193817973137,g2_to_g1
LIPA,LIPF,57.4656,-0.06094104051589966,g2_to_g1
NCOA7,OXR1,37.0784,-0.44623452983796597,g1_to_g2
OXR1,NCOA7,37.0784,-0.5841109082102776,g2_to_g1
GNAO1,GNAT1,62.502,-0.20970935374498367,g2_to_g1
GNAI3,GNAT1,65.343,-0.20970935374498367,g2_to_g1
GNAI1,GNAT1,68.184,-0.20970935374498367,g2_to_g1
GNAS,GNAT1,40.4641,-0.20970935374498367,g2_to_g1
GNAZ,GNAT1,54.1871,-0.20970935374498367,g2_to_g1
GNA13,GNAT1,38.29215,-0.20970935374498367,g2_to_g1
GNA12,GNAT1,39.19495,-0.20970935374498367,g2_to_g1
IPO4,RANBP6,20.3135,0.03897009510546923,g1_to_g2
RANBP6,IPO4,20.3135,0.565055432729423,g2_to_g1
LIPA,LIPM,58.6875,-0.15284422785043716,g2_to_g1
LIPA,LIPN,53.45055,-0.1629098653793335,g2_to_g1
PRKCE,PRKCH,61.92055,0.39983775466680527,g1_to_g2
PRKCH,PRKCE,61.92055,-0.2124350666999817,g2_to_g1
PRKCE,PKN3,24.8171,-1.8621176332235336,g1_to_g2
PKN3,PRKCE,24.8171,0.41121914982795715,g2_to_g1
PRKCE,PRKCI,35.506,-0.28477896749973297,g1_to_g2
PRKCI,PRKCE,35.506,0.5262927412986755,g2_to_g1
PRKCE,PRKCZ,37.314,-1.0111471861600876,g1_to_g2
PRKCZ,PRKCE,37.314,1.2409008145332336,g2_to_g1
PRKCE,PRKCG,41.8736,-0.1817121198400855,g1_to_g2
PRKCE,PKN2,27.5281,-0.8801351636648178,g1_to_g2
PKN2,PRKCE,27.5281,0.5410882830619812,g2_to_g1
PRKCE,PKN1,26.2399,0.07956065330654383,g1_to_g2
PKN1,PRKCE,26.2399,-0.27139703929424286,g2_to_g1
PRKCE,PRKCB,44.48885,-0.8349481225013733,g1_to_g2
PRKCB,PRKCE,44.48885,0.2719078063964844,g2_to_g1
HYAL3,HYAL1,40.62845,1.617742720991373,g2_to_g1
HYAL2,HYAL1,38.6139,-0.7636994086205959,g2_to_g1
MAP3K8,STK26,20.45325,0.0071096892934292555,g1_to_g2
STK26,MAP3K8,20.45325,-0.6515230089426041,g2_to_g1
MAP3K8,STK25,20.19935,-1.0409999918192625,g1_to_g2
STK25,MAP3K8,20.19935,2.722224697470665,g2_to_g1
PRSS23,PRSS35,48.5614,-0.0856938436627388,g2_to_g1
SMAP1,SMAP2,46.5122,0.1347365528345108,g1_to_g2
SMAP2,SMAP1,46.5122,-1.451202154159546,g2_to_g1
DUSP5,DUSP1,45.8291,0.6413075402379036,g1_to_g2
DUSP1,DUSP5,45.8291,-0.6843255534768105,g2_to_g1
DUSP5,DUSP19,20.91615,0.04091840982437134,g1_to_g2
DUSP19,DUSP5,20.91615,-0.21568823605775833,g2_to_g1
DUSP5,DUSP2,40.81165,0.731335487216711,g1_to_g2
DUSP2,DUSP5,40.81165,-0.1307528242468834,g2_to_g1
DUSP5,DUSP8,21.44125,-0.480441078543663,g1_to_g2
DUSP8,DUSP5,21.44125,-0.8742452040314674,g2_to_g1
DUSP5,DUSP3,22.0263,-0.5613267570734024,g1_to_g2
DUSP3,DUSP5,22.0263,1.4435357078909874,g2_to_g1
DUSP5,DUSP7,26.20175,-0.07807374000549316,g1_to_g2
DUSP7,DUSP5,26.20175,0.6293479427695274,g2_to_g1
DUSP5,DUSP6,26.9285,-0.0574210062623024,g1_to_g2
DUSP6,DUSP5,26.9285,-0.9543646350502968,g2_to_g1
DUSP5,DUSP4,45.50885,0.4870052710175514,g1_to_g2
DUSP4,DUSP5,45.50885,1.4789790138602257,g2_to_g1
DUSP5,DUSP10,20.587,-0.3162713572382927,g1_to_g2
DUSP10,DUSP5,20.587,0.36921780556440353,g2_to_g1
DUSP5,STYXL1,20.00675,0.64822668582201,g1_to_g2
STYXL1,DUSP5,20.00675,3.209274433553219,g2_to_g1
DUSP5,DUSP14,22.964,0.2668366115540266,g1_to_g2
DUSP14,DUSP5,22.964,-0.22072846442461014,g2_to_g1
DUSP5,DUSP26,22.3977,-0.22969572246074677,g1_to_g2
DUSP5,DUSP16,21.772,-0.8839866034686565,g1_to_g2
DUSP16,DUSP5,21.772,-0.6719822064042091,g2_to_g1
DUSP5,DUSP18,20.9968,-0.16762812994420528,g1_to_g2
DUSP18,DUSP5,20.9968,0.8022534474730492,g2_to_g1
TSHR,LHCGR,48.35245,-0.016487644985318184,g2_to_g1
GNAZ,GNAO1,59.52055,0.11649321019649506,g1_to_g2
GNAO1,GNAZ,59.52055,0.23885226249694824,g2_to_g1
GNAZ,GNAI3,66.8549,-0.32821397483348846,g1_to_g2
GNAI3,GNAZ,66.8549,-1.3759889602661133,g2_to_g1
GNAZ,GNAI1,66.8549,0.012622784823179245,g1_to_g2
GNAI1,GNAZ,66.8549,0.773582398891449,g2_to_g1
GNAS,GNAZ,39.89455,0.19242611527442932,g2_to_g1
GNAZ,GNA13,36.9186,-0.5985456481575966,g1_to_g2
GNA13,GNAZ,36.9186,0.4493458867073059,g2_to_g1
GNAZ,GNAT2,56.6997,-0.4039233922958374,g1_to_g2
GNAZ,GNAT3,57.54595,-0.027609463781118393,g1_to_g2
GNAZ,GNA12,39.17935,0.4812421128153801,g1_to_g2
GNA12,GNAZ,39.17935,-0.3248574584722519,g2_to_g1
LGALS9,LGALS9C,94.23365,-0.25193876773118973,g2_to_g1
LGALS12,LGALS9C,28.1704,-0.25193876773118973,g2_to_g1
LGALS1,LGALS9C,22.4761,-0.25193876773118973,g2_to_g1
LGALS4,LGALS9C,36.6108,-0.25193876773118973,g2_to_g1
LGALS3,LGALS9C,26.55505,-0.25193876773118973,g2_to_g1
LGALS8,LGALS9C,32.50145,-0.25193876773118973,g2_to_g1
LGALSL,LGALS9C,25.0065,1.5324745550751686,g2_to_g1
MTPAP,TUT1,22.32655,1.3596681170165539,g1_to_g2
BCR,ABR,56.18665,0.285313718020916,g1_to_g2
KCTD6,KCTD15,26.74775,-1.036151610314846,g1_to_g2
KCTD15,KCTD6,26.74775,0.289918951690197,g2_to_g1
KCTD6,KCTD7,24.57475,0.3421396240592003,g1_to_g2
KCTD6,KCTD21,35.0852,0.9768499732017517,g1_to_g2
KCTD21,KCTD6,35.0852,0.14357300847768784,g2_to_g1
KCTD6,KCTD11,30.0559,-0.41190391778945923,g1_to_g2
KCTD11,KCTD6,30.0559,0.6132596954703331,g2_to_g1
ELOVL4,ELOVL2,39.0504,0.07729635760188103,g1_to_g2
ELOVL4,ELOVL1,37.22915,-0.7343581207096577,g1_to_g2
ELOVL1,ELOVL4,37.22915,-0.3172263652086258,g2_to_g1
ELOVL4,ELOVL3,24.10945,-0.4801750183105469,g1_to_g2
ELOVL4,ELOVL6,21.91865,-0.8245471119880676,g1_to_g2
ELOVL6,ELOVL4,21.91865,-0.8305964022874832,g2_to_g1
ANXA9,ANXA8,33.05945,-0.2474584598094225,g2_to_g1
ANXA1,ANXA8,42.5302,-0.2474584598094225,g2_to_g1
ANXA3,ANXA8,48.92495,-0.2474584598094225,g2_to_g1
ANXA5,ANXA8,55.0296,-0.2474584598094225,g2_to_g1
ANXA7,ANXA8,42.15265,-0.2474584598094225,g2_to_g1
ANXA4,ANXA8,54.6343,-0.2474584598094225,g2_to_g1
ANXA6,ANXA8,37.9423,-0.2474584598094225,g2_to_g1
ANXA2,ANXA8,43.85805,-0.2474584598094225,g2_to_g1
FCHSD2,FCHSD1,38.08855,0.003279188647866249,g1_to_g2
FCHSD1,FCHSD2,38.08855,-0.36617441289126873,g2_to_g1
SLC7A11,SLC7A4,21.9605,-0.08253840357065201,g1_to_g2
SLC7A11,SLC7A6,43.5122,2.2358018904924393,g1_to_g2
SLC7A6,SLC7A11,43.5122,-0.43890857696533203,g2_to_g1
SLC7A11,SLC7A5,44.64445,4.551879744976759,g1_to_g2
SLC7A5,SLC7A11,44.64445,1.5702642798423767,g2_to_g1
SLC7A11,SLC7A3,20.76625,-0.20958629250526428,g1_to_g2
SLC7A11,SLC7A10,41.23,-0.07034591655246913,g1_to_g2
SLC7A11,SLC7A2,22.1493,-0.2040810901671648,g1_to_g2
SLC7A11,SLC7A8,42.13035,-0.1992650581523776,g1_to_g2
SLC7A8,SLC7A11,42.13035,-0.2312205284833908,g2_to_g1
SLC7A11,SLC7A9,41.7088,-0.38607048243284225,g1_to_g2
SLC7A11,SLC7A13,29.4842,-0.09612212143838406,g1_to_g2
SLC7A11,SLC7A7,42.099,-0.8818528652191162,g1_to_g2
SLC7A7,SLC7A11,42.099,-0.13482379168272018,g2_to_g1
EFEMP2,EFEMP1,50.35735,-0.05627172626554966,g2_to_g1
FBLN5,EFEMP1,42.81845,-0.05627172626554966,g2_to_g1
STX7,STX3,22.9686,0.4880896471440792,g1_to_g2
STX3,STX7,22.9686,2.2379549629986286,g2_to_g1
STX7,STX1A,23.7368,0.1413276642560959,g1_to_g2
STX1A,STX7,23.7368,-0.42651961371302605,g2_to_g1
STX7,STX2,22.2761,-1.2062428146600723,g1_to_g2
STX2,STX7,22.2761,-0.16551882401108742,g2_to_g1
STX7,STX1B,21.54575,1.4201962631195784,g1_to_g2
STX1B,STX7,21.54575,0.7087465412914753,g2_to_g1
STX7,STX4,21.23535,1.019234012812376,g1_to_g2
STX4,STX7,21.23535,-0.4525030069053173,g2_to_g1
STX7,STX12,52.9277,-2.3077874705195427,g1_to_g2
STX12,STX7,52.9277,-0.4427112750709057,g2_to_g1
STX7,STX16,23.48835,-1.5830582827329636,g1_to_g2
STX16,STX7,23.48835,3.9158271439373493,g2_to_g1
JAKMIP1,JAKMIP2,65.9024,0.24198082834482193,g2_to_g1
JAKMIP2,JAKMIP3,61.95985,-0.7389963567256927,g1_to_g2
AUH,ECHDC1,25.08845,-0.4503946378827095,g1_to_g2
ECHDC1,AUH,25.08845,-0.7735355794429779,g2_to_g1
AUH,ECHDC3,27.1883,0.13277577608823776,g1_to_g2
AUH,HIBCH,21.054,-0.34777767956256866,g1_to_g2
HIBCH,AUH,21.054,0.41305479407310486,g2_to_g1
AUH,ECI1,23.47915,0.06251325085759163,g1_to_g2
ECI1,AUH,23.47915,-0.6246080696582794,g2_to_g1
AUH,ECH1,24.89435,-0.434718519449234,g1_to_g2
ECH1,AUH,24.89435,-0.7241445481777191,g2_to_g1
AUH,ECHDC2,49.0837,-1.1110669448971748,g1_to_g2
ECHDC2,AUH,49.0837,1.0558860003948212,g2_to_g1
AUH,ECHS1,29.1115,0.4132387489080429,g1_to_g2
ECHS1,AUH,29.1115,0.511234313249588,g2_to_g1
TMEM150A,TMEM150C,23.5036,-0.02149844542145729,g2_to_g1
DRAM2,TMEM150C,21.38255,-0.02149844542145729,g2_to_g1
ANO10,ANO8,22.6867,-0.09673337265849113,g1_to_g2
ANO8,ANO10,22.6867,0.9163633584976196,g2_to_g1
ANO10,ANO6,23.39575,0.6243769153952599,g1_to_g2
ANO6,ANO10,23.39575,0.20606467127799988,g2_to_g1
ANO10,ANO5,22.18875,0.7902618581429124,g1_to_g2
MTFR2,MTFR1L,25.59375,0.17968219704926014,g1_to_g2
MTFR1L,MTFR2,25.59375,0.4253854602575302,g2_to_g1
MTFR2,MTFR1,29.1221,-0.1553284004330635,g1_to_g2
MTFR1,MTFR2,29.1221,0.024869218468666077,g2_to_g1
DNAJA3,DNAJA1,27.61335,0.06931950896978378,g1_to_g2
DNAJA1,DNAJA3,27.61335,1.0910502700135112,g2_to_g1
DNAJA3,DNAJA4,26.4628,-0.9165210723876953,g1_to_g2
DNAJA4,DNAJA3,26.4628,0.12814808171242476,g2_to_g1
DNAJA3,DNAJA2,27.0631,-0.7269602864980698,g1_to_g2
DNAJA2,DNAJA3,27.0631,-0.25505964178591967,g2_to_g1
HAPLN3,NCAN,24.9202,-0.45719000324606895,g2_to_g1
ASXL1,ASXL3,23.73475,-0.07735876180231571,g2_to_g1
ASXL2,ASXL3,25.1175,-0.07735876180231571,g2_to_g1
ENPP4,ENPP3,25.46275,0.32374897599220276,g1_to_g2
ENPP3,ENPP4,25.46275,0.30414750427007675,g2_to_g1
ENPP4,ENPP6,30.9136,1.6152003556489944,g1_to_g2
ENPP4,ENPP1,26.63755,-0.018050670623779297,g1_to_g2
ENPP1,ENPP4,26.63755,0.0748990848660469,g2_to_g1
ENPP4,ENPP7,28.54095,-0.5044639352709055,g1_to_g2
ENPP4,ENPP2,23.7321,-1.442553848028183,g1_to_g2
ENPP2,ENPP4,23.7321,0.8273909613490105,g2_to_g1
TSHR,FSHR,47.3987,-0.052770815789699554,g2_to_g1
TVP23B,TVP23C,95.1003,-2.8551787734031677,g1_to_g2
TVP23C,TVP23B,95.1003,-1.048636481165886,g2_to_g1
TVP23B,TVP23A,55.52275,-0.588534414768219,g1_to_g2
TVP23A,TVP23B,55.52275,0.5029086023569107,g2_to_g1
SENP7,SENP6,24.81225,0.23132293671369553,g2_to_g1
GCAT,SPTLC2,25.8292,0.9516205554828048,g1_to_g2
SPTLC2,GCAT,25.8292,2.168643958866596,g2_to_g1
GCAT,ALAS2,28.836,0.0,g1_to_g2
ALAS2,GCAT,28.836,-1.559266321361065,g2_to_g1
GCAT,ALAS1,26.0643,-1.0981967225670815,g1_to_g2
ALAS1,GCAT,26.0643,-2.527019254863262,g2_to_g1
GCAT,SPTLC1,21.8289,-1.1367590632289648,g1_to_g2
SPTLC1,GCAT,21.8289,-0.47881611436605453,g2_to_g1
JAK2,FGR,21.4966,-0.8937854468822479,g1_to_g2
FGR,JAK2,21.4966,0.5356160700321198,g2_to_g1
JAK2,JAK3,49.02545,0.6644487977027893,g1_to_g2
JAK2,LYN,23.4013,-0.142559006344527,g1_to_g2
LYN,JAK2,23.4013,-0.6335415244102478,g2_to_g1
JAK2,FYN,21.96475,-0.04542267322540283,g1_to_g2
FYN,JAK2,21.96475,-0.5368720889091492,g2_to_g1
JAK2,LCK,22.78425,0.49936097115278244,g1_to_g2
LCK,JAK2,22.78425,0.45907464623451233,g2_to_g1
JAK2,BLK,21.0474,-0.6133294925093651,g1_to_g2
BLK,JAK2,21.0474,-0.3443906307220459,g2_to_g1
JAK2,TXK,20.30075,-0.6511889398097992,g1_to_g2
TXK,JAK2,20.30075,0.626581221818924,g2_to_g1
JAK2,TYK2,38.3139,0.06084211356937885,g1_to_g2
TYK2,JAK2,38.3139,-0.8898302316665649,g2_to_g1
JAK2,JAK1,42.6111,-0.284148383885622,g1_to_g2
JAK2,CSK,20.9629,0.7974734157323837,g1_to_g2
CSK,JAK2,20.9629,-1.333301067352295,g2_to_g1
JAK2,FRK,22.62235,-0.5810668393969536,g1_to_g2
AMOT,AMOTL1,47.2448,0.11681267619132996,g2_to_g1
SATL1,SAT1,36.79835,-0.1345369517803192,g1_to_g2
SATL1,SAT2,25.25813,0.007988601922988892,g1_to_g2
LPIN2,LPIN1,50.28805,0.9462514892220497,g1_to_g2
LPIN1,LPIN2,50.28805,-1.9701160043478012,g2_to_g1
UBQLN2,UBQLNL,28.73565,-0.3621987886726856,g1_to_g2
UBQLNL,UBQLN2,28.73565,0.49638232216238976,g2_to_g1
UBQLN2,UBL7,21.1707,-1.1126907169818878,g1_to_g2
UBL7,UBQLN2,21.1707,0.784727182239294,g2_to_g1
UBQLN2,UBQLN4,56.18305,1.55393086373806,g1_to_g2
UBQLN4,UBQLN2,56.18305,-0.3668620325624943,g2_to_g1
UBQLN2,UBQLN3,41.61945,-0.22100727912038565,g1_to_g2
UBQLN2,UBQLN1,78.3835,1.3653580266982317,g1_to_g2
UBQLN1,UBQLN2,78.3835,-0.16112462803721428,g2_to_g1
PRPSAP1,PRPS2,44.5009,-1.1183013319969177,g2_to_g1
PRPSAP2,PRPS2,45.95925,0.31942018866539,g2_to_g1
TM9SF4,TM9SF1,31.59685,0.6791378734633327,g2_to_g1
EHD3,EHD4,74.7235,0.23081748187541962,g1_to_g2
EHD4,EHD3,74.7235,-1.6920038014650345,g2_to_g1
EHD3,EHD2,71.4325,3.571570286527276,g1_to_g2
EHD3,EHD1,86.6231,-0.18585968762636185,g1_to_g2
EHD1,EHD3,86.6231,0.522276982665062,g2_to_g1
CD68,LAMP2,20.26595,-0.7158343493938446,g1_to_g2
LAMP2,CD68,20.26595,-0.3202782869338989,g2_to_g1
PABPC4,PABPC4L,58.62815,0.0,g2_to_g1
PABPC1,PABPC4L,57.07165,17.436389412730932,g2_to_g1
PABPC1L,PABPC4L,50.739,0.0,g2_to_g1
STK10,TAOK1,20.5238,-0.424424990080297,g1_to_g2
TAOK1,STK10,20.5238,1.324173953384161,g2_to_g1
STK10,MAP4K5,20.82185,-0.4056698828935623,g1_to_g2
MAP4K5,STK10,20.82185,-1.1894560791552067,g2_to_g1
STK10,STK3,23.63685,-0.6384825557470322,g1_to_g2
STK10,MAP2K6,20.13535,-1.0074251145124435,g1_to_g2
MAP2K6,STK10,20.13535,-0.013283174484968185,g2_to_g1
STK10,TAOK3,20.92975,-0.8725536912679672,g1_to_g2
TAOK3,STK10,20.92975,0.2749035321176052,g2_to_g1
STK10,STK4,23.76565,0.27580874413251877,g1_to_g2
STK4,STK10,23.76565,0.5599149130284786,g2_to_g1
STK10,SLK,50.12345,-0.5842952653765678,g1_to_g2
SLK,STK10,50.12345,-0.011136196553707123,g2_to_g1
STK10,MAP4K3,20.7632,-0.254480704665184,g1_to_g2
MAP4K3,STK10,20.7632,-0.011361930519342422,g2_to_g1
STK10,MAP2K3,20.749,-0.26634249091148376,g1_to_g2
MAP2K3,STK10,20.749,0.999789621680975,g2_to_g1
STK10,STK26,25.26125,-0.24771023518405855,g1_to_g2
STK26,STK10,25.26125,0.02144971862435341,g2_to_g1
STK10,STK25,26.1987,0.6168320346623659,g1_to_g2
STK25,STK10,26.1987,0.7875297330319881,g2_to_g1
SLC10A1,SLC10A6,33.383,-0.16192803904414177,g2_to_g1
NEB,NEBL,24.11135,-1.0832196772098541,g2_to_g1
LASP1,NEBL,26.49685,-0.9335988461971283,g2_to_g1
PAPOLG,PAPOLA,60.90705,0.46822987496852875,g1_to_g2
PAPOLA,PAPOLG,60.90705,-1.62357940338552,g2_to_g1
MPDU1,SLC66A3,21.5978,-1.867702567949891,g1_to_g2
OXSR1,TAOK2,21.11655,0.1292504221200943,g1_to_g2
TAOK2,OXSR1,21.11655,-0.20807618647813797,g2_to_g1
OXSR1,TAOK1,25.055,-1.4663297375664115,g1_to_g2
TAOK1,OXSR1,25.055,-1.7259284481406212,g2_to_g1
OXSR1,MAP4K5,20.94105,0.4552222043275833,g1_to_g2
MAP4K5,OXSR1,20.94105,0.7231368198990822,g2_to_g1
OXSR1,PAK1,22.95425,-0.5913220942020416,g1_to_g2
PAK1,OXSR1,22.95425,1.4018946662545204,g2_to_g1
OXSR1,PAK3,22.2278,0.6331555098295212,g1_to_g2
PAK3,OXSR1,22.2278,0.3547786846756935,g2_to_g1
OXSR1,PAK2,22.8356,-0.8468590825796127,g1_to_g2
PAK2,OXSR1,22.8356,0.007192701101303101,g2_to_g1
OXSR1,STK3,23.8019,-0.46025513112545013,g1_to_g2
OXSR1,MAP2K6,22.7457,0.7522362023591995,g1_to_g2
MAP2K6,OXSR1,22.7457,-0.34098073095083237,g2_to_g1
OXSR1,TAOK3,26.9495,1.071450486779213,g1_to_g2
TAOK3,OXSR1,26.9495,-1.1388383135199547,g2_to_g1
OXSR1,STK4,24.8908,-0.8029350116848946,g1_to_g2
STK4,OXSR1,24.8908,-0.03900318592786789,g2_to_g1
OXSR1,STRADA,22.5648,-0.4623262509703636,g1_to_g2
STRADA,OXSR1,22.5648,-0.40699925273656845,g2_to_g1
OXSR1,STRADB,22.95085,-0.6527217328548431,g1_to_g2
STRADB,OXSR1,22.95085,-1.1618645414710045,g2_to_g1
OXSR1,MAP4K3,21.2635,-0.05095561221241951,g1_to_g2
MAP4K3,OXSR1,21.2635,-0.5799247547984123,g2_to_g1
OXSR1,STK39,73.15495,0.07214263081550598,g1_to_g2
STK39,OXSR1,73.15495,0.4148135557770729,g2_to_g1
OXSR1,MAP2K3,20.0734,1.3774019181728363,g1_to_g2
MAP2K3,OXSR1,20.0734,-0.158833809196949,g2_to_g1
OXSR1,STK26,28.3891,0.7825910823885351,g1_to_g2
STK26,OXSR1,28.3891,-0.25745517760515213,g2_to_g1
OXSR1,STK25,28.8657,-0.5464579295367002,g1_to_g2
STK25,OXSR1,28.8657,-0.6491058692336082,g2_to_g1
TSSK4,PRKAA1,23.50005,-1.6331846602261066,g1_to_g2
PRKAA1,TSSK4,23.50005,1.6478403508663177,g2_to_g1
TSSK4,BRSK1,20.58305,-1.3102992549538612,g1_to_g2
BRSK1,TSSK4,20.58305,0.10574421286582947,g2_to_g1
TSSK4,TSSK6,34.4322,1.3435077108442783,g1_to_g2
TSSK6,TSSK4,34.4322,0.49773672223091125,g2_to_g1
TSSK4,SNRK,21.54215,-1.5963483303785324,g1_to_g2
SNRK,TSSK4,21.54215,1.299534171819687,g2_to_g1
TSSK4,SIK2,21.60595,-0.9833428412675858,g1_to_g2
SIK2,TSSK4,21.60595,-1.5512413084506989,g2_to_g1
TSSK4,TSSK1B,36.08945,-0.08697065082378685,g1_to_g2
TSSK4,NUAK2,22.07205,-0.8675850033760071,g1_to_g2
NUAK2,TSSK4,22.07205,0.5534540712833405,g2_to_g1
TSSK4,NUAK1,23.47505,-0.26048942538909614,g1_to_g2
NUAK1,TSSK4,23.47505,-0.044280681759119034,g2_to_g1
TSSK4,PRKAA2,23.13535,-0.15967293083667755,g1_to_g2
TSSK4,NIM1K,23.89735,1.917055532336235,g1_to_g2
TSSK4,TSSK3,37.12905,-0.6626889714971185,g1_to_g2
PCBD2,PCBD1,53.65385,-0.47122420370578766,g1_to_g2
PCBD1,PCBD2,53.65385,-0.2543007358908653,g2_to_g1
CHMP4A,CHMP4C,55.41705,0.5282858610153198,g1_to_g2
CHMP4A,CHMP5,29.93335,-0.16082172561436892,g1_to_g2
DOCK3,DOCK1,36.71975,-0.8029618710279465,g2_to_g1
DOCK2,DOCK1,59.32455,0.6547416597604752,g2_to_g1
DOCK5,DOCK1,64.9639,-0.03371347486972809,g2_to_g1
AQP11,AQP12A,24.42555,-0.04998714895918965,g1_to_g2
MTMR12,MTMR9,20.54115,0.385131124407053,g1_to_g2
MTMR9,MTMR12,20.54115,-1.0474346578121185,g2_to_g1
MTMR12,MTMR11,26.80395,-0.11531185731291771,g1_to_g2
MTMR11,MTMR12,26.80395,-0.1212010532617569,g2_to_g1
MTMR12,MTMR10,35.4468,0.050709422677755356,g1_to_g2
MTMR10,MTMR12,35.4468,1.230968862771988,g2_to_g1
MTMR12,MTMR2,20.402,0.20295710861682892,g1_to_g2
MTMR2,MTMR12,20.402,1.3564607203006744,g2_to_g1
DDI2,DDI1,70.9444,-0.11312604323029518,g2_to_g1
UBE2J1,UBE2J2,22.4181,-1.0418351590633392,g1_to_g2
UBE2J2,UBE2J1,22.4181,-0.3525456041097641,g2_to_g1
UBE2J1,UBE2N,25.28135,-0.510472796857357,g1_to_g2
UBE2N,UBE2J1,25.28135,-0.8919360488653183,g2_to_g1
DDIT4,DDIT4L,29.42425,-0.791869729757309,g2_to_g1
