dep_gene,paralog_gene,mean_identical_score,delta_z,group,rank,rank_pct
ATL2,GBP1,21.4481,0.2515817806124687,Non-significant background,7108,25.635661990117935
DUSP10,DUSP1,24.2374,0.2511531114578247,Non-significant background,7109,25.63926858296967
PPP1CA,PPP1CC,90.97525,0.2510996609926224,Non-significant background,7110,25.642875175821402
CACNA1D,SCN11A,21.23875,0.2508632913231849,Non-significant background,7111,25.646481768673134
B4GALT2,B4GALT4,40.56485,0.2506816312670707,Non-significant background,7112,25.65008836152487
GBP3,ATL2,21.39445,0.2500491142272949,Non-significant background,7113,25.6536949543766
MB21D2,TMEM102,29.43795,0.2499288357794284,Non-significant background,7114,25.657301547228332
CASP2,CASP3,21.54325,0.2499201893806457,Non-significant background,7115,25.660908140080068
COX10,COQ2,20.3063,0.2497226148843765,Non-significant background,7116,25.6645147329318
SLC5A10,SLC5A5,20.045,0.2496657334268093,Non-significant background,7117,25.66812132578353
DUSP5,DUSP2,40.81165,0.2496469318866729,Non-significant background,7118,25.671727918635266
BTN2A2,ERMAP,34.14715,0.2494538724422454,Non-significant background,7119,25.675334511486998
SP5,KLF9,23.79935,0.2493043690919876,Non-significant background,7120,25.678941104338733
ITGA5,ITGA11,20.5532,0.249120800755918,Non-significant background,7121,25.682547697190465
CYSLTR2,F2RL3,21.9503,0.2486461102962494,Non-significant background,7122,25.686154290042197
PCNX3,PCNX1,48.7888,0.248625285923481,Non-significant background,7123,25.689760882893932
LPAR6,P2RY10,27.23425,0.2486101500689983,Non-significant background,7124,25.693367475745667
MAP2K1,MAP2K2,81.2169,0.2485110387206077,Non-significant background,7125,25.696974068597395
KIF3A,KIF16B,22.32865,0.2482294961810112,Non-significant background,7126,25.70058066144913
LRG1,LRRTM2,20.4843,0.2481402829289436,Non-significant background,7127,25.704187254300866
EPB41,EPB41L5,23.57755,0.2481012195348739,Non-significant background,7128,25.707793847152594
SPSB2,FBXO45,31.01985,0.2480806857347488,Non-significant background,7129,25.71140044000433
HSP90AA1,TRAP1,31.76695,0.2480379045009613,Non-significant background,7130,25.715007032856064
ADAM10,ADAM8,20.7865,0.2477648332715034,Non-significant background,7131,25.718613625707793
LYN,JAK2,23.4013,0.2475212085992097,Non-significant background,7132,25.722220218559528
PLXNB2,PLXNA2,31.9472,0.2474589794874191,Non-significant background,7133,25.725826811411263
RBP2,RBP5,50.55835,0.2472019121050834,Non-significant background,7134,25.72943340426299
APOA4,APOA1,21.0064,0.2471458315849304,Non-significant background,7135,25.733039997114727
ARHGAP12,ARHGAP15,34.84535,0.2468961104750633,Non-significant background,7136,25.736646589966462
KIF1B,KIF13B,29.21495,0.2468317523598671,Non-significant background,7137,25.74025318281819
DHRS11,DHRS4,20.469,0.246563121676445,Non-significant background,7138,25.743859775669925
KLF7,KLF5,29.42205,0.2463932950049638,Non-significant background,7139,25.74746636852166
SLC9B2,SLC9B1,53.82585,0.2463932633399963,Non-significant background,7140,25.75107296137339
FOSL2,JDP2,26.227,0.2463704869151115,Non-significant background,7141,25.754679554225124
GNG7,GNG4,58.88235,0.2462074160575866,Non-significant background,7142,25.75828614707686
PPARG,NR1D1,26.51085,0.246161937713623,Non-significant background,7143,25.761892739928587
LIMK2,TESK1,23.10335,0.2461548894643783,Non-significant background,7144,25.765499332780323
ACADSB,GCDH,27.58755,0.246017687022686,Non-significant background,7145,25.769105925632058
DBNDD1,DTNBP1,23.4042,0.2459869533777237,Non-significant background,7146,25.772712518483786
ZNF799,ZNF57,35.41645,0.2459370121359825,Non-significant background,7147,25.77631911133552
BTN2A1,ERMAP,32.8229,0.2456066608428955,Non-significant background,7148,25.779925704187256
LBR,TM7SF2,48.8231,0.2455580271780491,Non-significant background,7149,25.783532297038985
CAMK2G,CAMK2D,78.3331,0.2454592883586883,Non-significant background,7150,25.78713888989072
F2R,CYSLTR2,23.0697,0.2453864850103855,Non-significant background,7151,25.790745482742455
CD36,SCARB2,32.6329,0.2453393694013357,Non-significant background,7152,25.794352075594183
KCTD21,KCTD7,20.82315,0.2452290281653404,Non-significant background,7153,25.79795866844592
C1QA,C1QTNF3,20.92765,0.2450839094817638,Non-significant background,7154,25.801565261297654
ST8SIA4,ST8SIA6,24.37115,0.2450812309980392,Non-significant background,7155,25.805171854149382
CCNQ,CCNL1,21.6569,0.2450604401528835,Non-significant background,7156,25.808778447001117
DHRS3,HSD17B11,33.5552,0.2449244894087314,Non-significant background,7157,25.812385039852852
FYN,JAK2,21.96475,0.2446547765284776,Non-significant background,7158,25.81599163270458
ENTPD7,ENTPD6,20.4696,0.2446417808532714,Non-significant background,7159,25.819598225556316
CABLES1,CABLES2,51.4056,0.2446294426918029,Non-significant background,7160,25.82320481840805
AFF3,AFF1,30.76955,0.2445304244756698,Non-significant background,7161,25.826811411259783
PSMC5,PSMC4,39.8143,0.2442647069692611,Non-significant background,7162,25.830418004111515
GSTM1,HPGDS,22.58885,0.2441512569785118,Non-significant background,7163,25.83402459696325
ZBTB48,ZNF497,22.67295,0.2439657375216484,Non-significant background,7164,25.83763118981498
GALNT2,GALNT3,34.4768,0.2438525930047035,Non-significant background,7165,25.841237782666717
ITGA1,ITGA2,40.08475,0.2437103986740112,Non-significant background,7166,25.84484437551845
SMAD5,SMAD1,90.3226,0.2436041682958603,Non-significant background,7167,25.84845096837018
GABARAPL2,MAP1LC3B,38.0581,0.2435745820403099,Non-significant background,7168,25.852057561221915
RGS1,RGS5,38.14535,0.2434976696968078,Non-significant background,7169,25.855664154073647
TLN2,TLN1,76.1755,0.2434857711195945,Non-significant background,7170,25.85927074692538
KDM3B,JMJD1C,30.48145,0.2434248700737953,Non-significant background,7171,25.862877339777114
ZNF485,ZFP62,28.5499,0.2433937042951584,Non-significant background,7172,25.866483932628846
AP1S3,AP1S1,68.601,0.2433220474049449,Non-significant background,7173,25.870090525480578
ZYG11B,ZYG11A,60.95085,0.2433030605316162,Non-significant background,7174,25.873697118332313
HNRNPA0,DAZAP1,20.93525,0.2432540655136108,Non-significant background,7175,25.877303711184048
ADAM28,ADAM10,20.4923,0.2432251162827015,Non-significant background,7176,25.880910304035776
CCNA1,CCNE1,20.46085,0.2431682348251342,Non-significant background,7177,25.88451689688751
SLC16A5,SLC16A7,28.70935,0.2431419640779495,Non-significant background,7178,25.888123489739247
GPR132,GPR174,20.00275,0.2431045137345791,Non-significant background,7179,25.891730082590975
MAPK13,MAPK7,29.14435,0.2430098839104175,Non-significant background,7180,25.89533667544271
ATP1B1,ATP1B2,39.47935,0.2428887784481048,Non-significant background,7181,25.898943268294445
SIX1,SIX4,36.73175,0.2428821921348571,Non-significant background,7182,25.902549861146174
NEK9,NEK2,20.75585,0.2428149506449699,Non-significant background,7183,25.90615645399791
MYO1E,MYO3B,21.92155,0.2427830100059509,Non-significant background,7184,25.909763046849644
KIF13B,KIF1B,29.21495,0.2427504509687423,Non-significant background,7185,25.913369639701372
SPPL3,SPPL2A,21.73075,0.2425744831562042,Non-significant background,7186,25.916976232553107
MAPKAPK3,MAPKAPK2,65.76375,0.2424210661556571,Non-significant background,7187,25.920582825404843
DCAF4,DCAF4L1,69.0909,0.2423662096261978,Non-significant background,7188,25.92418941825657
BCL7A,BCL7C,36.0753,0.2422454319894313,Non-significant background,7189,25.927796011108306
HNRNPDL,RBMXL1,20.02745,0.2422275133430957,Non-significant background,7190,25.93140260396004
RASAL3,DAB2IP,30.3807,0.2421783916652202,Non-significant background,7191,25.93500919681177
DHX57,DHX40,20.65355,0.2420558854937553,Non-significant background,7192,25.938615789663505
CAPN10,CAPN8,28.087,0.2419775575399398,Non-significant background,7193,25.94222238251524
ATP10A,ATP9A,25.38775,0.2418038547039032,Non-significant background,7194,25.945828975366968
YPEL4,YPEL5,25.82155,0.2417622283101081,Non-significant background,7195,25.949435568218703
LPAR6,GPR4,24.095,0.2417530268430709,Non-significant background,7196,25.95304216107044
S1PR1,MC1R,21.35775,0.2417228370904922,Non-significant background,7197,25.956648753922167
SFXN3,SFXN2,54.74355,0.2415499836206436,Non-significant background,7198,25.960255346773902
PDE6C,PDE1B,20.00575,0.2413937747478485,Non-significant background,7199,25.963861939625637
DDX28,EIF4A3,22.06745,0.2413269877433776,Non-significant background,7200,25.967468532477366
DYRK4,DYRK2,38.57005,0.2409635372459888,Non-significant background,7201,25.9710751253291
SIGLEC9,CD33,47.59865,0.2408428341150283,Non-significant background,7202,25.974681718180836
DVL2,DVL1,60.0073,0.2407666626386344,Non-significant background,7203,25.978288311032564
CTSF,CTSO,24.09345,0.2407263554632663,Non-significant background,7204,25.9818949038843
ALDH16A1,ALDH2,22.745,0.2403270713984966,Non-significant background,7205,25.985501496736035
NQO2,NQO1,43.48355,0.2402217835187912,Non-significant background,7206,25.989108089587766
DIAPH3,FMNL2,20.4338,0.2401430606842041,Non-significant background,7207,25.992714682439498
RORC,RORA,48.0318,0.2401243261992931,Non-significant background,7208,25.996321275291233
QKI,KHDRBS1,31.9178,0.2401178628206253,Non-significant background,7209,25.999927868142965
FAM83D,FAM83G,21.2024,0.2400165200233459,Non-significant background,7210,26.003534460994697
SLC25A17,SLC25A26,20.0302,0.2399587109684944,Non-significant background,7211,26.007141053846432
PPARG,PPARA,55.5704,0.2398439403623342,Non-significant background,7212,26.010747646698164
SLC26A4,SLC26A6,37.17395,0.2396221905946731,Non-significant background,7213,26.014354239549895
PRKCH,PKN3,25.37205,0.2394926995038986,Non-significant background,7214,26.01796083240163
SERTAD3,SERTAD1,32.68765,0.239329494535923,Non-significant background,7215,26.021567425253362
ZNF761,ZNF766,42.94385,0.2393152639269828,Non-significant background,7216,26.025174018105098
GNB4,GNB2,90.0,0.2392601817846298,Non-significant background,7217,26.02878061095683
STAT5A,STAT6,35.2592,0.2387462360784411,Non-significant background,7218,26.03238720380856
CYTH3,FBXO8,22.56425,0.2386635318398475,Non-significant background,7219,26.035993796660296
AGTPBP1,AGBL3,21.8801,0.2384938364848494,Non-significant background,7220,26.03960038951203
DOK3,DOK2,29.37445,0.2381814494729042,Non-significant background,7221,26.04320698236376
NR1I3,NR1H3,28.6199,0.2381258904933929,Non-significant background,7222,26.046813575215495
ATG4A,ATG4C,27.47145,0.2380357459187507,Non-significant background,7223,26.05042016806723
PRR12,QSER1,29.6474,0.2380308844149112,Non-significant background,7224,26.05402676091896
TNFAIP8L1,TNFAIP8L2,57.29895,0.2378101833164692,Non-significant background,7225,26.057633353770694
SYTL1,SYTL3,25.98215,0.2376354336738586,Non-significant background,7226,26.06123994662243
ANP32E,ANP32B,58.25135,0.2375811263918876,Non-significant background,7227,26.064846539474157
ZNF564,ZNF350,27.4757,0.2370371259748935,Non-significant background,7228,26.068453132325892
ZNF701,ZNF816,55.4839,0.2369870282709598,Non-significant background,7229,26.072059725177628
MSH2,MSH6,21.94235,0.2369777858257293,Non-significant background,7230,26.075666318029356
GPR34,GPR171,22.7499,0.2369502633810043,Non-significant background,7231,26.07927291088109
MAPKAPK2,CAMK4,28.6078,0.2366245537996292,Non-significant background,7232,26.082879503732826
DYRK1B,DYRK1A,58.9049,0.2363808788359165,Non-significant background,7233,26.086486096584554
ENTPD7,ENTPD1,22.06015,0.2363349646329879,Non-significant background,7234,26.09009268943629
UBQLN2,UBL7,21.1707,0.2361892201006412,Non-significant background,7235,26.093699282288025
PPM1A,PPM1G,27.36325,0.2361534982919693,Non-significant background,7236,26.097305875139753
ACOX1,ACOX3,25.316,0.2361101433634758,Non-significant background,7237,26.10091246799149
PITPNC1,PITPNM2,27.02405,0.2359138131141662,Non-significant background,7238,26.104519060843224
FKBP7,FKBP5,20.07805,0.2359012588858604,Non-significant background,7239,26.10812565369495
DYRK3,CLK2,21.67245,0.235736183822155,Non-significant background,7240,26.111732246546687
ZNF878,ZNF823,46.8504,0.2356696389615535,Non-significant background,7241,26.115338839398422
BTN2A2,BTN2A1,82.2869,0.2356361548881977,Non-significant background,7242,26.11894543225015
AKR1C3,AKR1A1,40.74115,0.2355022877454757,Non-significant background,7243,26.122552025101886
GNAO1,GNAL,39.81575,0.2354325056076049,Non-significant background,7244,26.12615861795362
DTX3L,DTX3,26.03415,0.2354157492518425,Non-significant background,7245,26.12976521080535
PPM1L,PPM1F,22.66095,0.2353958953171968,Non-significant background,7246,26.133371803657084
HSPA8,HSPA4L,29.5907,0.2353017926216125,Non-significant background,7247,26.13697839650882
UBE2C,AKTIP,21.17645,0.2352702356874942,Non-significant background,7248,26.140584989360548
ZNF17,GZF1,20.38745,0.2351986900903284,Non-significant background,7249,26.144191582212283
FYN,JAK3,22.1526,0.2351483553647995,Non-significant background,7250,26.14779817506402
KRBOX4,ZNF582,20.2337,0.2349854111671447,Non-significant background,7251,26.151404767915746
NIPA1,NIPAL4,33.3643,0.2349660843610763,Non-significant background,7252,26.15501136076748
SMYD3,SMYD2,29.037,0.2346063028089702,Non-significant background,7253,26.158617953619217
HES7,HES1,22.56985,0.2345079183578491,Non-significant background,7254,26.162224546470945
NR4A2,NR4A3,56.40205,0.234277069568634,Non-significant background,7255,26.16583113932268
HADHB,ACAA1,33.06465,0.2341689243912696,Non-significant background,7256,26.169437732174416
SSTR3,LTB4R,24.33465,0.234097646549344,Non-significant background,7257,26.173044325026147
SLC12A6,SLC12A9,23.4657,0.2334299273788929,Non-significant background,7258,26.17665091787788
DNAJB4,DNAJB6,32.2864,0.2332751229405403,Non-significant background,7259,26.180257510729614
MTMR9,MTMR6,29.68505,0.2331339530646801,Non-significant background,7260,26.183864103581346
QTRT2,QTRT1,22.0096,0.2331069260835647,Non-significant background,7261,26.18747069643308
MAFB,MAFF,30.33865,0.233063593506813,Non-significant background,7262,26.191077289284813
SLC37A1,SLC37A3,33.739,0.2326143085956573,Non-significant background,7263,26.194683882136545
B3GALT2,B3GALT4,21.5652,0.2325478382408619,Non-significant background,7264,26.19829047498828
SPHK1,CERK,20.54525,0.2321748808026313,Non-significant background,7265,26.20189706784001
DGKZ,DGKD,21.67495,0.2320280820131302,Non-significant background,7266,26.205503660691743
CCDC88B,CCDC88A,26.66355,0.2319688014686107,Non-significant background,7267,26.20911025354348
REL,RELA,36.7679,0.2319085597991943,Non-significant background,7268,26.21271684639521
NECTIN3,PVR,21.30885,0.2319054901599884,Non-significant background,7269,26.216323439246942
EZH1,EZH2,64.88695,0.2318117767572403,Non-significant background,7270,26.219930032098677
BCL7B,BCL7A,41.76335,0.2317827567458152,Non-significant background,7271,26.223536624950412
PPP2R5D,PPP2R5A,57.45455,0.2317732074297964,Non-significant background,7272,26.22714321780214
MAGEE1,MAGEF1,27.1042,0.2317345738410949,Non-significant background,7273,26.230749810653876
ULK3,ULK1,25.4895,0.2317272685468197,Non-significant background,7274,26.23435640350561
PTOV1,MED25,35.36695,0.2317153140902519,Non-significant background,7275,26.23796299635734
ZNF747,ZNF689,31.8843,0.2316612675786018,Non-significant background,7276,26.241569589209075
L3MBTL3,L3MBTL4,44.82505,0.2313647270202636,Non-significant background,7277,26.24517618206081
JDP2,FOSL1,26.03625,0.2311637178063392,Non-significant background,7278,26.248782774912538
CA5B,CA11,26.36425,0.2311250828206539,Non-significant background,7279,26.252389367764273
ITSN1,ITSN2,60.1551,0.2310486882925033,Non-significant background,7280,26.25599596061601
ZNF57,ZNF709,43.53615,0.2306623291224241,Non-significant background,7281,26.259602553467737
ERGIC1,ERGIC3,31.2051,0.2305408176034689,Non-significant background,7282,26.263209146319472
L3MBTL4,L3MBTL3,44.82505,0.2303627505898475,Non-significant background,7283,26.266815739171207
ZNF777,ZNF776,20.2135,0.2302796281874179,Non-significant background,7284,26.270422332022935
CEP85L,CEP85,33.10405,0.2301697209477424,Non-significant background,7285,26.27402892487467
CYB5R3,CYB5R1,59.7386,0.2298544012010097,Non-significant background,7286,26.277635517726406
TRAF4,TRAF6,23.45155,0.2297814600169658,Non-significant background,7287,26.281242110578134
EBF3,EBF4,72.00865,0.229747655801475,Non-significant background,7288,26.28484870342987
CST7,CST6,27.2159,0.2296976149082183,Non-significant background,7289,26.288455296281604
ENTPD5,ENTPD7,22.15605,0.2296359986066818,Non-significant background,7290,26.292061889133333
ASXL2,ASXL1,27.52145,0.2295765653252601,Non-significant background,7291,26.295668481985068
HSPA1L,HSPA4,30.531,0.2295432686805725,Non-significant background,7292,26.299275074836803
PGBD1,ZNF165,20.7771,0.2295338064432144,Non-significant background,7293,26.30288166768853
SFMBT2,SCMH1,21.80275,0.2294883206486702,Non-significant background,7294,26.306488260540267
ZFHX4,ZFHX2,31.205,0.229430504143238,Non-significant background,7295,26.310094853392002
GRK6,GRK4,64.99155,0.2293785028159618,Non-significant background,7296,26.31370144624373
SLC35D2,SLC35D1,51.7691,0.2293356582522392,Non-significant background,7297,26.317308039095465
VPS13C,VPS13A,39.71735,0.2292946428060531,Non-significant background,7298,26.3209146319472
HOXD9,HOXB6,22.2808,0.2292136996984481,Non-significant background,7299,26.32452122479893
CALM1,EFCAB2,31.5664,0.2291906476020813,Non-significant background,7300,26.328127817650664
HDGFL2,HDGF,29.982,0.2291081696748733,Non-significant background,7301,26.3317344105024
SMAD2,SMAD4,37.7504,0.2290803417563438,Non-significant background,7302,26.33534100335413
CAPN2,CAPN12,41.16315,0.2289862595498561,Non-significant background,7303,26.338947596205863
LGALS3,LGALS4,25.1907,0.2287081331014633,Non-significant background,7304,26.342554189057598
MINK1,TNIK,66.2033,0.2284772470593452,Non-significant background,7305,26.34616078190933
GAREM1,GAREM2,44.3429,0.2284591291099786,Non-significant background,7306,26.34976737476106
PARP12,ZC3HAV1L,22.1334,0.2282928302884102,Non-significant background,7307,26.353373967612796
DENND2D,DENND2C,33.9277,0.2282667905092239,Non-significant background,7308,26.356980560464528
RARA,RARG,69.0009,0.2280614729970693,Non-significant background,7309,26.36058715331626
TIGD2,TIGD1,25.3575,0.2280088365077972,Non-significant background,7310,26.364193746167995
SLC39A8,SLC39A6,24.4889,0.2276311535388231,Non-significant background,7311,26.367800339019727
ADCK1,ADCK5,34.54375,0.2274154685437679,Non-significant background,7312,26.371406931871462
DUSP18,DUSP3,24.6665,0.2269807904958725,Non-significant background,7313,26.375013524723194
B3GALT2,B3GNT3,22.0016,0.2269000429660082,Non-significant background,7314,26.378620117574926
ZNF384,ZNF362,39.2505,0.2267879769206047,Non-significant background,7315,26.38222671042666
ANKRD13A,ANKRD13B,51.0316,0.2267836630344391,Non-significant background,7316,26.385833303278396
SLC25A37,SLC25A23,23.4385,0.2267306372523307,Non-significant background,7317,26.389439896130124
GPR35,GPR55,30.581,0.2266564667224884,Non-significant background,7318,26.39304648898186
ARAP2,ARAP3,31.8507,0.2265910804271698,Non-significant background,7319,26.396653081833595
NDRG3,NDRG2,57.3743,0.2265603840351104,Non-significant background,7320,26.400259674685323
PRKCB,PKN1,28.022,0.2264704704284668,Non-significant background,7321,26.403866267537058
LFNG,RFNG,55.1818,0.226371525786817,Non-significant background,7322,26.407472860388793
PLCL1,PLCH2,29.39315,0.2263281149789691,Non-significant background,7323,26.41107945324052
STX11,STX3,30.90315,0.2262857286259532,Non-significant background,7324,26.414686046092257
CORO1A,CORO2A,39.9248,0.2258954867720604,Non-significant background,7325,26.418292638943992
SLC1A2,SLC1A5,36.4445,0.2258386462926864,Non-significant background,7326,26.42189923179572
MT1E,MT3,32.74085,0.2258161678910255,Non-significant background,7327,26.425505824647455
CD33,SIGLEC6,50.7863,0.2256257534027099,Non-significant background,7328,26.42911241749919
PSKH1,STK33,21.7353,0.2253890335559845,Non-significant background,7329,26.43271901035092
CA9,CA5B,23.73285,0.2252353653311729,Non-significant background,7330,26.436325603202654
MAL,PLP2,20.32805,0.2248996421694755,Non-significant background,7331,26.43993219605439
GPR65,F2R,21.2812,0.2248399257659912,Non-significant background,7332,26.443538788906118
PLSCR1,PLSCR3,47.375,0.2248154133558273,Non-significant background,7333,26.447145381757853
PCBP1,PCBP3,65.2272,0.2247990071773529,Non-significant background,7334,26.450751974609588
SOX11,SOX12,36.4626,0.2247718498110771,Non-significant background,7335,26.454358567461316
DYRK4,DYRK3,37.53275,0.2246929705142974,Non-significant background,7336,26.45796516031305
HSPA8,HSPA13,32.67305,0.224631380289793,Non-significant background,7337,26.461571753164787
SLC7A5,SLC7A11,44.64445,0.2244990319013595,Non-significant background,7338,26.465178346016515
ZNF443,ZNF101,38.0281,0.2244841009378433,Non-significant background,7339,26.46878493886825
DPP4,DPP8,21.46555,0.2244474105536937,Non-significant background,7340,26.472391531719985
ITGA1,ITGA4,21.53345,0.2244382798671722,Non-significant background,7341,26.475998124571714
KCTD12,KCNRG,22.6239,0.2240884378552436,Non-significant background,7342,26.47960471742345
PIK3R2,PIK3R1,59.09135,0.2239917833358049,Non-significant background,7343,26.483211310275184
ARHGDIB,ARHGDIA,67.1642,0.223857969045639,Non-significant background,7344,26.486817903126912
ZDHHC7,ZDHHC2,22.99045,0.223830834031105,Non-significant background,7345,26.490424495978647
LRIG2,LRIG3,53.7875,0.2237935662269592,Non-significant background,7346,26.494031088830383
CALM3,CABP7,30.67895,0.2237071469426155,Non-significant background,7347,26.49763768168211
GIMAP8,GIMAP5,23.5674,0.2235916927456855,Non-significant background,7348,26.501244274533846
PTPN13,PTPN20,21.849455,0.223351826891303,Non-significant background,7349,26.50485086738558
CHTOP,ALYREF,25.41545,0.2232833951711654,Non-significant background,7350,26.50845746023731
ZNF101,ZNF823,40.1158,0.2229940854012966,Non-significant background,7351,26.512064053089045
CALHM2,CALHM6,27.277,0.2227097349241376,Non-significant background,7352,26.51567064594078
DDX20,DDX39A,22.22195,0.2224510759115219,Non-significant background,7353,26.51927723879251
ATP6V1G2,ATP6V1G1,63.5593,0.2224270105361938,Non-significant background,7354,26.522883831644243
ZNF791,ZNF441,50.54785,0.2222360968589782,Non-significant background,7355,26.52649042449598
VDR,RORA,21.48255,0.2221773527562618,Non-significant background,7356,26.53009701734771
FOXD4,FOXD4L5,81.69655,0.2219865471124649,Non-significant background,7357,26.533703610199446
DNAJB6,DNAJB14,20.54165,0.2219615951180458,Non-significant background,7358,26.537310203051177
PTGER4,PTGER2,28.08635,0.2219594232738018,Non-significant background,7359,26.54091679590291
ZDHHC7,ZDHHC6,23.80585,0.221831813454628,Non-significant background,7360,26.544523388754644
B4GALT1,B4GALT5,34.8657,0.2217858135700225,Non-significant background,7361,26.548129981606376
ZBTB24,ZBTB48,21.0839,0.2216560691595077,Non-significant background,7362,26.551736574458108
IFI16,AIM2,26.18335,0.2216174900531768,Non-significant background,7363,26.555343167309843
SLC16A7,SLC16A6,28.4291,0.2215750515460968,Non-significant background,7364,26.558949760161575
ARL13A,ARL1,20.2769,0.2209209501743316,Non-significant background,7365,26.562556353013306
VRK1,CSNK1E,25.6313,0.2208886500447988,Non-significant background,7366,26.56616294586504
SLC7A7,SLC7A11,42.099,0.2207760661840438,Non-significant background,7367,26.569769538716777
RANBP10,SPRYD3,20.3456,0.2206135988235473,Non-significant background,7368,26.573376131568505
EEF1AKMT3,METTL21A,40.5537,0.220605120062828,Non-significant background,7369,26.57698272442024
CUL4A,CUL5,27.5555,0.2205334566533565,Non-significant background,7370,26.580589317271976
IGFBP4,IGFBP6,26.5407,0.2205314487218856,Non-significant background,7371,26.584195910123704
AP4B1,AP1B1,25.99475,0.2204677239060402,Non-significant background,7372,26.58780250297544
PKIA,PKIB,35.07085,0.2200502902269363,Non-significant background,7373,26.591409095827174
KCTD20,BTBD10,57.2717,0.2200207589194178,Non-significant background,7374,26.595015688678902
GATA6,GATA3,29.3003,0.2198455091565847,Non-significant background,7375,26.598622281530638
IL17F,IL17C,27.4672,0.2198349386453628,Non-significant background,7376,26.602228874382373
TTLL1,TTLL13,21.8042,0.2198278158903122,Non-significant background,7377,26.6058354672341
STK35,PDIK1L,55.25995,0.2197636701166629,Non-significant background,7378,26.609442060085836
PPP2R2B,PPP2R2C,85.8444,0.2195870950818061,Non-significant background,7379,26.61304865293757
RNF5,RNF185,58.6632,0.2194716790691018,Non-significant background,7380,26.6166552457893
CPEB4,CPEB3,57.2099,0.2194077596068382,Non-significant background,7381,26.620261838641035
UBR3,UBR2,21.10965,0.2191899046301841,Non-significant background,7382,26.62386843149277
ACSL3,ACSL4,64.8321,0.2189060896635055,Non-significant background,7383,26.6274750243445
MAP4K5,STK4,23.13325,0.2188069820404052,Non-significant background,7384,26.631081617196234
PDK2,PDK1,66.2706,0.2187907174229622,Non-significant background,7385,26.63468821004797
ITGAL,ITGA4,20.88125,0.2186587154865265,Non-significant background,7386,26.638294802899697
UBE2R2,UBE2F,23.057,0.2185628563165664,Non-significant background,7387,26.641901395751432
HSPA13,HSPA1L,32.59635,0.2185184061527252,Non-significant background,7388,26.645507988603168
GNG8,GNGT2,30.2174,0.2184477373957634,Non-significant background,7389,26.649114581454896
ALDH8A1,ALDH4A1,24.50935,0.2184372544288635,Non-significant background,7390,26.65272117430663
TCEAL2,TCEAL3,45.14535,0.2183189690113067,Non-significant background,7391,26.656327767158366
NR3C2,NR3C1,34.5489,0.2183107808232307,Non-significant background,7392,26.659934360010094
MAPK12,MAPK7,27.05945,0.2182654626667499,Non-significant background,7393,26.66354095286183
SLC2A11,SLC2A6,21.67135,0.2181605994701385,Non-significant background,7394,26.667147545713565
ASPHD2,ASPHD1,41.4019,0.2180949002504348,Non-significant background,7395,26.670754138565293
AKR1A1,AKR7A2,21.691,0.2180330641567707,Non-significant background,7396,26.67436073141703
B4GALT4,B4GALT2,40.56485,0.2178901135921478,Non-significant background,7397,26.677967324268764
LGALS1,LGALSL,26.4427,0.217719554901123,Non-significant background,7398,26.681573917120495
UQCRC1,PMPCA,28.11605,0.2176121920347213,Non-significant background,7399,26.685180509972227
DNAJB13,DNAJB9,21.0344,0.2173798829317093,Non-significant background,7400,26.688787102823962
SPAG9,MAPK8IP3,58.3919,0.2173700407147407,Non-significant background,7401,26.692393695675694
HNRNPLL,HNRNPL,52.0793,0.217293418943882,Non-significant background,7402,26.696000288527426
SLC25A29,SLC25A13,21.9963,0.2172910869121551,Non-significant background,7403,26.69960688137916
ATP11A,ATP8A2,32.66195,0.2172686532139778,Non-significant background,7404,26.703213474230893
MYCN,MYC,37.913,0.2170440703630447,Non-significant background,7405,26.706820067082624
ZNF99,ZNF574,20.34765,0.2169277132488787,Non-significant background,7406,26.71042665993436
MAP2K3,MAP2K6,78.1489,0.2168539613485336,Non-significant background,7407,26.714033252786095
MAPK1,MAPK12,39.61855,0.2168198823928833,Non-significant background,7408,26.717639845637827
ARID4A,ARID4B,43.6946,0.2164640799164772,Non-significant background,7409,26.72124643848956
TIMM50,CTDSP1,22.99175,0.2164425551891327,Non-significant background,7410,26.724853031341294
RHOXF2,RHOXF1,22.71285,0.2164291366934776,Non-significant background,7411,26.728459624193025
CLMP,VSIG8,24.46285,0.2163692340254783,Non-significant background,7412,26.73206621704476
ZSCAN32,ZNF446,22.30735,0.2163230068981647,Non-significant background,7413,26.735672809896492
CHIT1,OVGP1,35.66535,0.2156862094998359,Non-significant background,7414,26.739279402748224
EDEM1,EDEM3,29.9726,0.2152953259646892,Non-significant background,7415,26.74288599559996
SLC26A1,SLC26A11,25.8443,0.2152647748589515,Non-significant background,7416,26.74649258845169
PPP3R1,TESC,27.97145,0.2152177095413208,Non-significant background,7417,26.750099181303423
SHMT1,SHMT2,61.83145,0.2144240438938141,Non-significant background,7418,26.753705774155158
CHPT1,SELENOI,25.90615,0.2143794298171997,Non-significant background,7419,26.75731236700689
TP53,TP63,30.71565,0.2143598943948745,Non-significant background,7420,26.76091895985862
SPAST,ATAD1,26.58045,0.2142032012343406,Non-significant background,7421,26.764525552710356
KLHDC7B,KBTBD11,25.4767,0.2141767740249633,Non-significant background,7422,26.76813214556209
KLF3,KLF6,28.94455,0.2139598168432712,Non-significant background,7423,26.77173873841382
ATP8A1,ATP11C,32.71585,0.2139250189065933,Non-significant background,7424,26.775345331265555
