dep_gene,paralog_gene,mean_identical_score,delta_z,direction,paralog_ctrl_mean_z,paralog_ccle_log2tpm
ENTPD7,ENTPD2,26.0984,0.7402335405349731,g2_to_g1,-0.4081536829471588,
ENTPD2,ENTPD4,24.59415,0.13254892826080322,g1_to_g2,-0.8093090057373047,
ENTPD4,ENTPD2,24.59415,2.101017862558365,g2_to_g1,-0.4081536829471588,
ENTPD2,ENTPD3,39.30115,0.15085394307971,g1_to_g2,-0.05319715663790703,
ENTPD2,ENTPD1,38.8146,-0.055311404168605804,g1_to_g2,-0.09171941131353378,
ENTPD1,ENTPD2,38.8146,0.47560321539640427,g2_to_g1,-0.4081536829471588,
ENTPD2,ENTPD6,21.8618,1.6189373806118965,g1_to_g2,-0.08525026589632034,
ENTPD6,ENTPD2,21.8618,-0.37216582894325256,g2_to_g1,-0.4081536829471588,
ENTPD2,ENTPD5,24.1794,-0.6203889548778534,g1_to_g2,-0.3555639088153839,
ENTPD5,ENTPD2,24.1794,0.2965167611837387,g2_to_g1,-0.4081536829471588,
ATP1B2,ATP1B3,46.4145,0.19058547914028168,g1_to_g2,-0.399496853351593,
ATP1B3,ATP1B2,46.4145,0.9265826344490051,g2_to_g1,-0.48914262652397156,
ATP1B2,ATP1B4,35.62155,0.0062622204422950745,g1_to_g2,-0.07209284603595734,
ATP1B2,ATP1B1,39.47935,0.0016540288925170898,g1_to_g2,-0.5267800688743591,
ATP1B1,ATP1B2,39.47935,-0.27286091446876526,g2_to_g1,-0.48914262652397156,
TMEM161A,TMEM161B,48.24345,-0.6805116757750511,g1_to_g2,0.6481847167015076,
EFNB3,EFNA2,20.2354,-1.5700341165065765,g1_to_g2,0.14925917983055115,
EFNA2,EFNB3,20.2354,-1.6130655407905579,g2_to_g1,0.9056220650672913,
UAP1L1,UAP1,57.155,0.6641564462333918,g1_to_g2,-0.016666004434227943,
UAP1,UAP1L1,57.155,0.2070738673210144,g2_to_g1,-0.8267447352409363,
SFMBT1,SFMBT2,53.87725,1.8693007826805115,g1_to_g2,-1.0974757671356201,
SFMBT2,SFMBT1,53.87725,0.004878699779510498,g2_to_g1,0.42804184556007385,
SFMBT1,SCMH1,23.42835,0.4170328378677368,g1_to_g2,-0.82795250415802,
SCMH1,SFMBT1,23.42835,-0.3725202716886997,g2_to_g1,0.42804184556007385,
TNFAIP1,KCTD10,70.9078,0.06959484098479152,g1_to_g2,5.8692414313554764e-05,
KCTD10,TNFAIP1,70.9078,0.23218253254890442,g2_to_g1,-0.48584839701652527,
TNFAIP1,KCTD13,64.2121,-0.5151490271091461,g1_to_g2,-0.37829485535621643,
KCTD13,TNFAIP1,64.2121,-0.8086465895175934,g2_to_g1,-0.48584839701652527,
AP1S2,AP1S3,70.72645,0.6802173852920532,g1_to_g2,-0.922431468963623,
AP1S2,AP4S1,34.9653,-0.2852688431739807,g1_to_g2,0.5223409533500671,
AP1S2,AP3S2,32.57935,-0.5944687724113464,g1_to_g2,0.31858697533607483,
AP1S2,AP2S1,44.52905,1.6813758611679077,g1_to_g2,-1.0063499212265015,
AP2S1,AP1S2,44.52905,1.6456232070922852,g2_to_g1,-0.6567336320877075,
AP1S2,AP3S1,33.72245,1.7893351912498474,g1_to_g2,-1.161922812461853,
AP3S1,AP1S2,33.72245,0.9583254158496857,g2_to_g1,-0.6567336320877075,
AP1B1,AP4B1,25.99475,-0.7109053060412407,g1_to_g2,0.05050276964902878,
AP4B1,AP1B1,25.99475,0.03976365923881531,g2_to_g1,-0.1468658596277237,
AP1B1,AP3B1,23.8106,-1.4941553473472595,g1_to_g2,0.9243561029434204,
AP1B1,AP3B2,23.5441,0.436906348913908,g1_to_g2,0.051581818610429764,
NDST2,HS3ST3B1,20.51615,0.9056295156478882,g1_to_g2,-0.5122925043106079,
HS3ST3B1,NDST2,20.51615,-0.8146519958972931,g2_to_g1,0.3460372984409332,
NDST2,HS3ST3A1,21.39355,-0.5709150731563568,g1_to_g2,0.14468255639076233,
NDST2,HS3ST6,21.0937,-0.013566642999649048,g1_to_g2,-0.33062660694122314,
NDST2,NDST1,70.4816,0.30025744438171387,g1_to_g2,-0.1711069494485855,
NDST1,NDST2,70.4816,-0.5351040065288544,g2_to_g1,0.3460372984409332,
ZNF668,ZNF579,22.7456,-0.17116492707282305,g1_to_g2,-0.010644602589309216,
ZNF579,ZNF668,22.7456,0.38084423914551735,g2_to_g1,-0.3425922691822052,
ZNF668,ZNF850,24.06295,-1.5103355646133423,g1_to_g2,0.5737515091896057,
ZNF850,ZNF668,24.06295,1.6288781464099884,g2_to_g1,-0.3425922691822052,
ZNF668,ZNF358,24.9829,0.714633047580719,g1_to_g2,0.15305036306381226,
ZNF358,ZNF668,24.9829,0.725545734167099,g2_to_g1,-0.3425922691822052,
ZNF668,PRDM5,25.3022,-0.662723183631897,g1_to_g2,-0.3907749652862549,
PRDM5,ZNF668,25.3022,0.3613320477306843,g2_to_g1,-0.3425922691822052,
TIMM23,TIMM23B,85.3774,-2.657064378261566,g1_to_g2,0.43469423055648804,
TIMM23B,TIMM23,85.3774,-6.03388911485672,g2_to_g1,0.8673637509346008,
BTN3A2,BTNL9,27.72005,0.6716462969779968,g2_to_g1,-0.08896255493164062,
BTN2A1,BTNL9,37.4786,-0.4740121364593506,g2_to_g1,-0.08896255493164062,
ERMAP,BTNL9,31.1992,-0.480332612991333,g2_to_g1,-0.08896255493164062,
BTN3A1,BTNL9,37.612,-0.47232139110565186,g2_to_g1,-0.08896255493164062,
BTN2A2,BTNL9,37.24485,-0.493500292301178,g2_to_g1,-0.08896255493164062,
GCNT2,GCNT7,45.01435,0.1579899787902832,g2_to_g1,1.1752755641937256,
GCNT4,GCNT7,31.0893,-0.1399141550064087,g2_to_g1,1.1752755641937256,
RNF227,RNF224,26.2652,2.7670830488204956,g2_to_g1,-0.22474777698516846,
HRH3,CHRM1,25.86345,0.014575749635696411,g1_to_g2,-0.27958375215530396,
HRH3,HTR1A,21.0067,0.7882568538188934,g1_to_g2,-0.11540660262107849,
HTR1A,HRH3,21.0067,0.04441547393798828,g2_to_g1,-0.7181271910667419,
HRH3,HTR1D,21.8037,-0.4880366697907448,g1_to_g2,-0.05534961074590683,
HTR1D,HRH3,21.8037,-0.5900059342384338,g2_to_g1,-0.7181271910667419,
HRH3,TAAR9,21.25115,0.0041243694722652435,g1_to_g2,-0.028335850685834885,
HRH3,CHRM5,23.7296,-0.6248671992216259,g1_to_g2,0.002998886862769723,
HRH3,CHRM3,22.47,1.391956478357315,g1_to_g2,-0.4905242621898651,
HRH3,CHRM4,24.05855,0.0128803551197052,g1_to_g2,-0.2964217960834503,
HRH3,DRD4,22.70575,-0.5815765112638474,g1_to_g2,0.2295352965593338,
DRD4,HRH3,22.70575,0.571393221616745,g2_to_g1,-0.7181271910667419,
HRH3,TAAR8,20.9432,-0.001550840213894844,g1_to_g2,-0.02646026201546192,
HRH3,DRD3,22.07445,-0.47781266272068024,g1_to_g2,-0.1717166155576706,
HRH3,HRH1,21.07285,0.023465871810913086,g1_to_g2,-0.6039453148841858,
HRH3,DRD1,20.20205,0.0026957541704177856,g1_to_g2,-0.1399330198764801,
HRH3,TAAR6,22.384,0.004965737462043762,g1_to_g2,-0.05256357416510582,
HRH3,HTR4,23.15765,0.013094544410705566,g1_to_g2,-0.42435622215270996,
HRH3,CHRM2,23.06385,0.735050905495882,g1_to_g2,-0.034023333340883255,
ANXA9,ANXA4,33.6774,-0.6425062716007233,g2_to_g1,-0.4483022391796112,
ANXA5,ANXA4,56.7864,-0.1010843813419342,g2_to_g1,-0.4483022391796112,
ANXA7,ANXA4,41.03725,-0.3667049705982208,g2_to_g1,-0.4483022391796112,
ANXA6,ANXA4,39.5699,0.06452152132987976,g2_to_g1,-0.4483022391796112,
ANXA2,ANXA4,47.3079,0.8971252739429474,g2_to_g1,-0.4483022391796112,
RNF13,RNF150,22.5758,1.5120465755462646,g2_to_g1,0.16459417343139648,
RNF149,RNF150,38.0257,1.2103705406188965,g2_to_g1,0.16459417343139648,
RNF130,RNF150,46.6974,-0.22013124823570251,g2_to_g1,0.16459417343139648,
PRODH,PRODH2,33.98915,-2.568308025598526,g1_to_g2,2.362935781478882,
VPS26A,VPS26B,69.0927,-0.12129445374011993,g1_to_g2,-0.13757340610027313,
VPS26B,VPS26A,69.0927,-1.3739517331123352,g2_to_g1,0.26633626222610474,
SPTLC2,ALAS2,21.76835,-0.5197918377816677,g2_to_g1,0.0339445136487484,
ALAS1,ALAS2,59.7692,-0.5379847548902035,g2_to_g1,0.0339445136487484,
NT5DC1,NT5DC3,21.521,-0.3543022871017456,g1_to_g2,0.710058331489563,
NT5DC3,NT5DC1,21.521,-1.5514098405838013,g2_to_g1,0.7641628980636597,
NT5DC1,NT5C2,20.49875,0.47773315012454987,g1_to_g2,0.2389376014471054,
NT5C2,NT5DC1,20.49875,-0.8143156617879868,g2_to_g1,0.7641628980636597,
BCKDK,PDK2,29.3051,-0.5220645733643323,g1_to_g2,0.5184885859489441,
PDK2,BCKDK,29.3051,0.6742238402366638,g2_to_g1,-1.0671894550323486,
BCKDK,PDK3,28.36335,0.9373603612184525,g1_to_g2,-0.2439131885766983,
PDK3,BCKDK,28.36335,0.9903248101472855,g2_to_g1,-1.0671894550323486,
BCKDK,PDK4,27.70355,0.0024314522743225098,g1_to_g2,-0.2792951464653015,
BCKDK,PDK1,29.26875,0.19637754559516907,g1_to_g2,-0.3840837776660919,
PDK1,BCKDK,29.26875,2.3715916872024536,g2_to_g1,-1.0671894550323486,
NRARP,ANKRD6,20.29488,0.9775073826313019,g1_to_g2,-0.6322378516197205,
TEK,FGFR3,20.132,-1.001421332359314,g1_to_g2,0.6119549870491028,
FGFR3,TEK,20.132,-2.1282249689102173,g2_to_g1,1.208988070487976,
TEK,TIE1,46.33245,-1.3895485997200012,g1_to_g2,0.6028919219970703,
TIE1,TEK,46.33245,-1.174297720193863,g2_to_g1,1.208988070487976,
ERGIC3,ERGIC2,31.5809,-0.1122046634554863,g1_to_g2,-0.04124199599027634,
ERGIC2,ERGIC3,31.5809,-0.4851984977722168,g2_to_g1,-0.7737077474594116,
ERGIC3,ERGIC1,31.2051,-0.08357197046279907,g1_to_g2,0.40317580103874207,
ERGIC1,ERGIC3,31.2051,0.9203571081161499,g2_to_g1,-0.7737077474594116,
HK1,HKDC1,70.8833,0.7380960285663605,g2_to_g1,-0.4773775637149811,
HK2,HKDC1,67.6118,1.1984785497188568,g2_to_g1,-0.4773775637149811,
RBM46,A1CF,48.545,1.319632075726986,g1_to_g2,0.059908606112003326,
A1CF,RBM46,48.545,0.3000817894935608,g2_to_g1,-0.4745538830757141,
RBM46,RBM47,46.6689,-0.5723529309034348,g1_to_g2,0.08893130719661713,
RBM47,RBM46,46.6689,-0.5334009528160095,g2_to_g1,-0.4745538830757141,
RBM46,DND1,27.3124,-0.5235110446810722,g1_to_g2,-0.0381317213177681,
DND1,RBM46,27.3124,0.7912082672119141,g2_to_g1,-0.4745538830757141,
TSPAN9,TSPAN15,21.6186,-1.2354753836989403,g2_to_g1,-0.08320359140634537,
CD63,TSPAN15,20.14805,-0.20164545625448227,g2_to_g1,-0.08320359140634537,
TSPAN5,TSPAN15,24.2512,0.5995766893029213,g2_to_g1,-0.08320359140634537,
TSPAN3,TSPAN15,20.591,0.2628632113337517,g2_to_g1,-0.08320359140634537,
TSPAN14,TSPAN15,23.4467,0.2704780623316765,g2_to_g1,-0.08320359140634537,
TSPAN33,TSPAN15,23.9255,-0.5365978702902794,g2_to_g1,-0.08320359140634537,
TSPAN17,TSPAN15,23.18715,1.5480432882905006,g2_to_g1,-0.08320359140634537,
EZR,FRMD4B,20.1857,1.093280091881752,g2_to_g1,0.23434792459011078,
MSN,FRMD4B,20.11665,0.26083196699619293,g2_to_g1,0.23434792459011078,
RDX,FRMD4B,20.78845,-0.7467315047979355,g2_to_g1,0.23434792459011078,
SLC12A2,SLC12A1,60.98525,-0.29662978649139404,g1_to_g2,-0.7265001535415649,
SLC12A2,SLC12A9,23.5099,2.02014422416687,g1_to_g2,-0.4995228052139282,
SLC12A9,SLC12A2,23.5099,0.22413279116153717,g2_to_g1,0.17518483102321625,
SLC12A2,SLC12A3,48.0903,-1.5933693945407867,g1_to_g2,1.3039965629577637,
SLC12A2,SLC12A5,24.69835,-0.6037118434906006,g1_to_g2,-0.5176173448562622,
SLC12A2,SLC12A8,22.36775,0.15402477979660034,g1_to_g2,0.13710272312164307,
SLC12A2,SLC12A7,25.96435,1.5222208052873611,g1_to_g2,-0.23839981853961945,
SLC12A7,SLC12A2,25.96435,-1.2015883773565292,g2_to_g1,0.17518483102321625,
SLC12A2,SLC12A6,25.335,-0.6627158522605896,g1_to_g2,1.2349162101745605,
SLC12A6,SLC12A2,25.335,-0.255220428109169,g2_to_g1,0.17518483102321625,
SLC12A2,SLC12A4,26.6378,2.126667194068432,g1_to_g2,-0.09349530190229416,
SLC12A4,SLC12A2,26.6378,-1.2154736369848251,g2_to_g1,0.17518483102321625,
NR3C2,NR3C1,34.5489,-1.797373354434967,g1_to_g2,0.7602707743644714,
NR3C1,NR3C2,34.5489,-2.0427828431129456,g2_to_g1,1.0555243492126465,
NR3C2,PGR,28.711,-1.046990156173706,g1_to_g2,0.7335676550865173,
PGR,NR3C2,28.711,-0.7006853520870209,g2_to_g1,1.0555243492126465,
NR3C2,ESRRB,21.0838,0.3735559284687042,g1_to_g2,-0.7787889242172241,
ESRRB,NR3C2,21.0838,-0.14751660823822021,g2_to_g1,1.0555243492126465,
NR3C2,ESRRG,21.2778,-1.014945149421692,g1_to_g2,0.4528154134750366,
ESRRG,NR3C2,21.2778,-1.2484912127256393,g2_to_g1,1.0555243492126465,
NR3C2,AR,27.1315,0.25129222869873047,g1_to_g2,0.48536014556884766,
AR,NR3C2,27.1315,-1.848235309123993,g2_to_g1,1.0555243492126465,
NR3C2,ESRRA,20.28195,0.5442375838756561,g1_to_g2,0.2074914276599884,
ESRRA,NR3C2,20.28195,-0.6176342070102692,g2_to_g1,1.0555243492126465,
FLNA,FLNC,71.72025,-0.6218891516327858,g1_to_g2,0.5201172828674316,
FLNC,FLNA,71.72025,0.8974955976009369,g2_to_g1,-0.6300690770149231,
FLNA,FLNB,69.50405,-0.7666356265544891,g1_to_g2,-0.25876882672309875,
FLNB,FLNA,69.50405,0.02648693323135376,g2_to_g1,-0.6300690770149231,
FAM241B,FAM241A,26.13635,-0.7184090316295624,g1_to_g2,-0.43377724289894104,
AGTPBP1,AGBL3,21.8801,-1.0430075526237488,g2_to_g1,0.33218348026275635,
APOBEC3D,AICDA,27.8903,-0.0008114725351333618,g1_to_g2,-0.16638143360614777,
AICDA,APOBEC3D,27.8903,0.40149569511413574,g2_to_g1,-0.6616441607475281,
APOBEC3D,APOBEC3A,30.0824,-0.0003019198775291443,g1_to_g2,-0.12476695328950882,
APOBEC3A,APOBEC3D,30.0824,-0.04261273145675659,g2_to_g1,-0.6616441607475281,
APOBEC3D,APOBEC2,23.28135,-0.30755746364593506,g1_to_g2,-0.8283306360244751,
APOBEC2,APOBEC3D,23.28135,0.9107266068458557,g2_to_g1,-0.6616441607475281,
ACBD5,DBI,24.11822,0.413241982460022,g1_to_g2,-0.8535075187683105,
DBI,ACBD5,24.11822,-0.7561390101909637,g2_to_g1,1.1455973386764526,
ACBD5,ACBD4,30.3232,-0.8737715259194374,g1_to_g2,0.061771608889102936,
ACBD4,ACBD5,30.3232,-1.8492305278778076,g2_to_g1,1.1455973386764526,
KAT8,KAT5,35.13045,-1.6368578672409058,g1_to_g2,0.09508347511291504,
KAT5,KAT8,35.13045,-0.5897869765758514,g2_to_g1,-0.3130201995372772,
KAT8,KAT7,35.9086,0.11464859545230865,g1_to_g2,0.09996466338634491,
KAT7,KAT8,35.9086,-0.6175000369548798,g2_to_g1,-0.3130201995372772,
KAT8,KAT6A,26.68997,-2.3621643781661987,g1_to_g2,0.2655292749404907,
KAT6A,KAT8,26.68997,-0.06463468074798584,g2_to_g1,-0.3130201995372772,
ZNF430,ZNF100,56.69065,-1.766051709651947,g1_to_g2,1.2518024444580078,
ZNF100,ZNF430,56.69065,-1.1192977130413055,g2_to_g1,0.41811564564704895,
ZNF430,ZNF680,65.90535,-1.5398121774196625,g1_to_g2,1.091582179069519,
ZNF680,ZNF430,65.90535,0.38737156987190247,g2_to_g1,0.41811564564704895,
ZNF430,ZNF675,62.74185,-2.7453024685382843,g1_to_g2,0.4939563572406769,
ZNF675,ZNF430,62.74185,-0.3618638291954994,g2_to_g1,0.41811564564704895,
ZNF430,ZNF730,64.93165,-1.487242341041565,g1_to_g2,0.8133593201637268,
ZNF730,ZNF430,64.93165,-1.4784919321537018,g2_to_g1,0.41811564564704895,
ZNF430,ZNF723,66.66665,-0.8871510028839111,g1_to_g2,0.23095905780792236,
ZNF723,ZNF430,66.66665,-1.4010131061077118,g2_to_g1,0.41811564564704895,
ZNF430,ZNF737,67.5141,0.9253614097833633,g1_to_g2,-0.8456205725669861,
ZNF737,ZNF430,67.5141,-1.64318385720253,g2_to_g1,0.41811564564704895,
ZNF430,ZNF626,62.0215,-1.9601313471794128,g1_to_g2,0.7824475169181824,
ZNF626,ZNF430,62.0215,-0.08803990483283997,g2_to_g1,0.41811564564704895,
ZNF430,ZNF253,59.19475,-2.4811524152755737,g1_to_g2,1.8807170391082764,
ZNF253,ZNF430,59.19475,-1.2370537221431732,g2_to_g1,0.41811564564704895,
ZNF430,ZNF98,68.1263,0.858287900686264,g1_to_g2,-0.5337764620780945,
ZNF98,ZNF430,68.1263,-2.111780673265457,g2_to_g1,0.41811564564704895,
ZNF430,ZNF273,62.33545,-1.749813124537468,g1_to_g2,-0.15516991913318634,
ZNF273,ZNF430,62.33545,-2.150078922510147,g2_to_g1,0.41811564564704895,
ZNF430,ZNF92,68.0061,-1.1189964413642883,g1_to_g2,0.46616679430007935,
ZNF92,ZNF430,68.0061,-0.19131308794021606,g2_to_g1,0.41811564564704895,
ZNF430,ZNF431,78.36165,0.39018872380256653,g1_to_g2,-0.6835672855377197,
ZNF431,ZNF430,78.36165,-0.9496335089206696,g2_to_g1,0.41811564564704895,
ZNF430,ZNF479,60.98535,-0.001952536404132843,g1_to_g2,-0.07828918099403381,
ZNF479,ZNF430,60.98535,-0.6839308142662048,g2_to_g1,0.41811564564704895,
ZNF430,ZNF114,28.4444,-0.5529762804508209,g1_to_g2,0.25384101271629333,
ZNF114,ZNF430,28.4444,-0.022216856479644775,g2_to_g1,0.41811564564704895,
KCNK17,KCNK4,28.33855,-1.373564064502716,g1_to_g2,1.0429617166519165,
KCNK17,KCNK2,25.4575,-0.5311533994972706,g1_to_g2,0.5396091341972351,
KCNK17,KCNK1,22.7553,-1.7358270287513733,g1_to_g2,1.2109895944595337,
KCNK1,KCNK17,22.7553,-0.8952276706695557,g2_to_g1,0.6432397365570068,
KCNK17,KCNK5,25.8327,1.3321914076805115,g1_to_g2,-0.6046130061149597,
KCNK5,KCNK17,25.8327,0.7047041654586792,g2_to_g1,0.6432397365570068,
KCNK17,KCNK9,23.31195,-0.003289520740509033,g1_to_g2,-0.3107474744319916,
KCNK17,KCNK10,22.56955,2.542292892932892,g1_to_g2,-0.79337078332901,
KCNK17,KCNK15,25.07575,2.974294066429138,g1_to_g2,-0.5425626039505005,
KCNK15,KCNK17,25.07575,-0.10331451892852783,g2_to_g1,0.6432397365570068,
KCNK17,KCNK3,23.3105,-0.0011234283447265625,g1_to_g2,-0.2917362451553345,
KCNK17,KCNK7,21.9428,-1.16414213180542,g1_to_g2,0.5168853998184204,
KCNK17,KCNK6,25.7588,1.1682500429451466,g1_to_g2,-1.1098750829696655,
KCNK6,KCNK17,25.7588,0.5206649303436279,g2_to_g1,0.6432397365570068,
KCNK17,KCNK16,36.23575,0.0001799166202545166,g1_to_g2,-0.13407579064369202,
COX7A2L,COX7A1,33.21675,0.014081120491027832,g1_to_g2,-0.6001007556915283,
COX7A1,COX7A2L,33.21675,-0.05303293466567993,g2_to_g1,-0.6715516448020935,
COX7A2L,COX7A2,40.59925,0.09633633494377136,g1_to_g2,-0.46069326996803284,
COX7A2,COX7A2L,40.59925,1.9793614745140076,g2_to_g1,-0.6715516448020935,
RHOD,RHOU,34.98335,0.7551770508289337,g1_to_g2,-0.469554603099823,
RHOU,RHOD,34.98335,0.5503890514373779,g2_to_g1,-1.1497620344161987,
RHOD,RND3,34.998,-0.5827778205275536,g1_to_g2,0.6526529788970947,
RND3,RHOD,34.998,1.0713375210762024,g2_to_g1,-1.1497620344161987,
RHOD,RHOH,33.99155,1.0685295164585114,g1_to_g2,-0.12541940808296204,
RHOH,RHOD,33.99155,0.21789467334747314,g2_to_g1,-1.1497620344161987,
RHOD,RND2,36.2104,0.784302294254303,g1_to_g2,-0.3191181421279907,
RND2,RHOD,36.2104,1.0827391222119331,g2_to_g1,-1.1497620344161987,
RHOD,RHOG,41.48965,-0.8907176069915295,g1_to_g2,0.9097570776939392,
RHOG,RHOD,41.48965,1.6818661093711853,g2_to_g1,-1.1497620344161987,
RHOD,RHOV,35.5468,1.9027972221374512,g1_to_g2,-0.992965579032898,
RHOV,RHOD,35.5468,0.48610609769821167,g2_to_g1,-1.1497620344161987,
RHOD,RHOB,48.82655,0.7646373510360718,g1_to_g2,-0.9914814829826355,
RHOB,RHOD,48.82655,0.5729956030845642,g2_to_g1,-1.1497620344161987,
RHOD,RHOC,48.2248,-0.005404770374298096,g1_to_g2,-0.3570946455001831,
RHOC,RHOD,48.2248,0.8929145932197571,g2_to_g1,-1.1497620344161987,
RHOD,RHOA,49.2191,0.7586129677947611,g1_to_g2,-0.7616407871246338,
RHOA,RHOD,49.2191,1.0504109263420105,g2_to_g1,-1.1497620344161987,
RHOD,RHOBTB2,22.4016,0.26765188202261925,g1_to_g2,-0.2193513959646225,
RHOBTB2,RHOD,22.4016,0.8462778031826019,g2_to_g1,-1.1497620344161987,
RHOD,RHOF,49.40645,0.5071696043014526,g1_to_g2,-1.0243910551071167,
RHOD,RAC2,44.3676,-0.9214105606079102,g1_to_g2,0.6469422578811646,
RHOD,RHOQ,39.5238,-1.6920246481895447,g1_to_g2,1.1512808799743652,
RHOQ,RHOD,39.5238,0.7254210710525513,g2_to_g1,-1.1497620344161987,
RHOD,RAC1,47.85715,2.03050297498703,g1_to_g2,-1.5141159296035767,
RAC1,RHOD,47.85715,1.6990086436271667,g2_to_g1,-1.1497620344161987,
RHOD,RAC3,47.35865,-0.24734574556350708,g1_to_g2,0.1316514015197754,
RAC3,RHOD,47.35865,0.3756380081176758,g2_to_g1,-1.1497620344161987,
RHOD,RND1,33.1137,-0.9762019962072372,g1_to_g2,0.8413646221160889,
RND1,RHOD,33.1137,1.1828657798469067,g2_to_g1,-1.1497620344161987,
RHOD,CDC42,42.4894,0.6950564086437225,g1_to_g2,-0.31206801533699036,
CDC42,RHOD,42.4894,5.8962706327438354,g2_to_g1,-1.1497620344161987,
CAV1,CAV2,31.24565,-0.1162104606628418,g2_to_g1,-0.7702157497406006,
UBE2V2,UBE2V1,88.3603,0.8638759702444077,g2_to_g1,-0.655197262763977,
UBE2G1,UBE2V1,22.19885,1.398395299911499,g2_to_g1,-0.655197262763977,
UBE2I,UBE2V1,24.2939,1.7682455778121948,g2_to_g1,-0.655197262763977,
CDC34,UBE2V1,24.84,0.3613547384738922,g2_to_g1,-0.655197262763977,
UBE2K,UBE2V1,25.966,2.010836124420166,g2_to_g1,-0.655197262763977,
UBE2A,UBE2V1,27.43245,1.7043004035949707,g2_to_g1,-0.655197262763977,
UBE2T,UBE2V1,23.75775,0.7534532770514488,g2_to_g1,-0.655197262763977,
UBE2N,UBE2V1,29.4397,1.3236903548240662,g2_to_g1,-0.655197262763977,
UBE2NL,UBE2V1,26.0104,0.07084167003631592,g2_to_g1,-0.655197262763977,
UBE2B,UBE2V1,26.76335,1.3634337782859802,g2_to_g1,-0.655197262763977,
UBE2R2,UBE2V1,23.65945,1.3369856476783752,g2_to_g1,-0.655197262763977,
UBE2W,UBE2V1,21.4804,0.12005007266998291,g2_to_g1,-0.655197262763977,
SEH1L,SEC13,29.8708,-4.562234878540039,g1_to_g2,0.6702682971954346,
SEC13,SEH1L,29.8708,0.4302132725715637,g2_to_g1,-0.19373339414596558,
PPP4R3B,PPP4R3C,60.92235,-0.004831906408071518,g1_to_g2,-0.02539805695414543,
PPP4R3B,PPP4R3A,72.53925,-1.1021741330623627,g1_to_g2,0.48488500714302063,
PPP4R3A,PPP4R3B,72.53925,-0.38543856143951416,g2_to_g1,-0.6458673477172852,
HBS1L,TUFM,23.0567,0.47180867195129395,g1_to_g2,-1.6270699501037598,
TUFM,HBS1L,23.0567,0.6097614467144012,g2_to_g1,-0.5091708898544312,
HBS1L,GSPT2,33.44505,-2.192774772644043,g1_to_g2,0.583613395690918,
GSPT2,HBS1L,33.44505,1.0645148754119873,g2_to_g1,-0.5091708898544312,
HBS1L,EEF1A1,29.7372,-0.7062551975250244,g1_to_g2,-0.7065290212631226,
EEF1A1,HBS1L,29.7372,-0.4298267960548401,g2_to_g1,-0.5091708898544312,
HBS1L,EEF1A2,29.5178,0.8332941234111786,g1_to_g2,-1.165540337562561,
EEF1A2,HBS1L,29.5178,-0.09275025129318237,g2_to_g1,-0.5091708898544312,
HBS1L,GSPT1,33.3503,-1.2680762009695172,g1_to_g2,-0.014517406933009624,
GSPT1,HBS1L,33.3503,1.4259425401687622,g2_to_g1,-0.5091708898544312,
DNAJB9,DNAJB4,25.70825,2.113745868206024,g1_to_g2,-1.1224849224090576,
DNAJB4,DNAJB9,25.70825,1.3314788937568665,g2_to_g1,-0.8714665174484253,
DNAJB9,DNAJB13,21.0344,0.014566421508789062,g1_to_g2,-0.4669652581214905,
DNAJB9,DNAJB7,21.23155,-1.5249886810779572,g1_to_g2,1.1093987226486206,
DNAJB9,DNAJB2,24.22635,0.8994946181774139,g1_to_g2,-1.2096667289733887,
DNAJB2,DNAJB9,24.22635,0.9152863919734955,g2_to_g1,-0.8714665174484253,
DNAJB9,DNAJB8,25.06475,-0.00036941468715667725,g1_to_g2,-0.046679332852363586,
DNAJB9,DNAJB6,25.6761,1.3012181371450424,g1_to_g2,0.2253134399652481,
DNAJB6,DNAJB9,25.6761,0.8646309124305844,g2_to_g1,-0.8714665174484253,
DNAJB9,DNAJB1,24.1328,0.210918378084898,g1_to_g2,-0.1685374230146408,
DNAJB1,DNAJB9,24.1328,1.7628195881843567,g2_to_g1,-0.8714665174484253,
DNAJB9,DNAJB11,23.28835,-0.44553660601377487,g1_to_g2,0.09653215855360031,
DNAJB11,DNAJB9,23.28835,1.307713806629181,g2_to_g1,-0.8714665174484253,
DNAJB9,DNAJB5,24.0284,-1.114543616771698,g1_to_g2,0.9160653948783875,
DNAJB5,DNAJB9,24.0284,0.20122301578521729,g2_to_g1,-0.8714665174484253,
UBTD2,UBTD1,64.22305,2.4635521471500397,g1_to_g2,0.3753133714199066,
UBTD1,UBTD2,64.22305,1.95145645737648,g2_to_g1,0.26080283522605896,
SAP30L,SAP30,64.0636,0.23104643821716309,g1_to_g2,-0.12146572768688202,
SAP30,SAP30L,64.0636,0.14391732215881348,g2_to_g1,-0.5931178331375122,
PRSS53,PRSS36,29.3324,0.031667113304138184,g2_to_g1,-0.6079452037811279,
ADAM33,ADAM12,38.27375,-1.0406945049762726,g1_to_g2,0.24915358424186707,
ADAM33,ADAM30,25.58235,-0.004431791603565216,g1_to_g2,-0.023544134572148323,
ADAM33,ADAM15,36.3092,-0.994683712720871,g1_to_g2,0.26068541407585144,
ADAM15,ADAM33,36.3092,1.375198483467102,g2_to_g1,-0.8929290175437927,
ADAM33,ADAM7,26.32965,-0.02661663293838501,g1_to_g2,-0.4516773223876953,
